date,conso,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Tdewpoint
2016-01-12 03:00:00,30,0,20.566666666666695,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46.0,18.7,50.09,4.06333333333333,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17.0,47.8266666666667,4.8,3.6
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.46333333333333,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.4633333333333,4.9,3.8
2016-01-12 05:00:00,50,0,20.1,46.3633333333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26,5.0,3.6
2016-01-12 06:00:00,50,0,19.9266666666667,46.23,19.29,44.9,20.3233333333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233333333333,19.0333333333333,53.8266666666667,17.1,49.7,4.9,4.1
2016-01-12 07:00:00,40,10,19.8233333333333,46.8633333333333,19.2,45.3633333333333,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.93333333333328,17.89,45.79,19.0,54.0,17.2,50.0,5.1,4.1
2016-01-12 08:00:00,140,20,19.79,48.66666666666671,19.1,45.0,20.2,45.29,19.1666666666667,45.9,18.1,51.9666666666667,5.06,96.1566666666667,17.79,44.3266666666667,18.79,51.9633333333333,17.1,48.6333333333333,5.1,3.8
2016-01-12 09:00:00,50,0,19.8566666666667,47.0633333333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.8566666666667,43.1,18.7,50.42,17.0,46.93,4.8,3.4
2016-01-12 10:00:00,260,0,19.7,45.6633333333333,18.89,44.29,20.0,44.9,19.1,44.69333333333329,18.0,49.93,4.46333333333333,96.26,17.7,41.6633333333333,18.6,49.4666666666667,17.0,45.8633333333333,5.3,3.9
2016-01-12 11:00:00,50,0,19.89,46.7666666666667,19.0333333333333,44.5,20.0,44.79,20.1333333333333,44.7,18.0333333333333,49.3266666666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,4.2
2016-01-12 12:00:00,60,0,20.0,45.6633333333333,19.2,44.2,19.9633333333333,44.7,20.0333333333333,43.9,18.1,48.9333333333333,6.5,88.8966666666667,17.89,40.3266666666667,18.566666666666695,47.8266666666667,17.1,45.2,7.0,4.0
2016-01-12 13:00:00,60,0,20.1666666666667,46.9933333333333,19.2,43.76,19.89,44.79,19.89,44.1633333333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.1266666666667,17.1666666666667,44.6266666666667,7.5,4.1
2016-01-12 14:00:00,60,0,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.1966666666667,18.0777777777778,39.4766666666667,18.5,47.0113333333333,17.1,44.23,7.0,3.9
2016-01-12 15:00:00,50,0,20.0,44.09,19.0,43.1266666666667,19.89,44.8266666666667,19.5,43.0,17.7,51.0,6.96666666666667,79.49,17.9725,39.0,18.4633333333333,47.0,17.1,43.79,6.9,2.9
2016-01-12 16:00:00,30,0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.8633333333333,17.7,51.0,6.93333333333333,75.1333333333333,18.5285714285714,38.2535714285714,18.79,45.9808333333333,17.2,43.79,6.3,3.5
2016-01-12 17:00:00,60,0,20.066666666666695,42.83333333333329,19.0,42.4181818181818,19.79,44.7,19.26,42.56,17.6,50.9,6.15666666666667,76.8933333333333,18.1388888888889,37.9055555555556,18.6,45.79,17.1,43.26,6.5,2.3
2016-01-12 18:00:00,80,40,20.0,43.9,18.8566666666667,43.4,19.79,44.4666666666667,20.163333333333295,43.83333333333329,17.6,50.745,5.26,83.4333333333333,18.1333333333333,39.3266666666667,18.5,46.33333333333329,17.0,42.8633333333333,5.4,3.1
2016-01-12 19:00:00,50,0,20.1,44.1266666666667,19.29,43.095,19.79,44.09,19.89,42.59,17.5,51.09,4.9,89.4266666666667,18.1,39.09,18.7,46.645,17.0,42.79,4.8,3.4
2016-01-12 20:00:00,60,0,20.1,43.73,19.39,42.53,19.79,44.29,19.6,42.5,17.5,50.9,4.4,91.2725,17.89,39.0,18.5,47.3266666666667,16.89,42.9,4.5,3.4
2016-01-12 21:00:00,60,0,19.89,42.8633333333333,19.2,42.3266666666667,19.79,44.29,19.39,42.4,17.39,50.53,4.263333333333329,93.3666666666667,17.73,39.0,18.39,47.4,16.89,42.9,4.7,3.4
2016-01-12 22:00:00,40,0,19.76,42.76,19.0,41.8866666666667,19.7,44.06,19.29,42.73,17.39,50.29,4.83333333333333,94.3966666666667,17.78,39.6894444444444,18.362727272727305,47.7054545454545,16.89,43.1966666666667,5.3,3.5
2016-01-12 23:00:00,40,0,19.6,43.0,18.89,42.645,19.79,44.5,19.1333333333333,43.4,17.3566666666667,50.79,5.36666666666667,90.8,17.84625,41.44125,18.6333333333333,50.39,17.0,45.7,5.5,2.9
2016-01-13 00:00:00,50,0,19.4266666666667,43.2,18.7,43.09,19.89,44.9,19.0,43.59,17.29,51.4,5.86666666666667,82.56,17.84,42.495,18.7,51.63125,17.0,46.6633333333333,6.0,2.7
2016-01-13 01:00:00,50,0,19.3233333333333,43.4666666666667,18.6,43.46,19.79,44.7,18.89,43.79,17.29,51.7,5.56,86.33,17.89,43.59,18.7514285714286,52.29,17.0,47.56,5.3,3.5
2016-01-13 02:00:00,40,0,19.29,43.76,18.5,43.68625,19.89,44.9,18.79,44.0,17.29,52.0,5.4,89.2633333333333,17.979375,44.679375,18.7,54.55714285714289,17.0333333333333,48.79,5.3,3.9
2016-01-13 03:00:00,30,0,19.1,43.9333333333333,18.4938888888889,43.79,19.89,45.03,18.7,44.1266666666667,17.2,52.1633333333333,5.69,85.3333333333333,18.0,44.7144444444444,18.74,54.765,17.1,49.53,5.5,3.8
2016-01-13 04:00:00,50,0,19.0333333333333,44.03,18.307647058823495,43.9,19.79,45.0,18.6333333333333,44.2,17.2,52.4333333333333,5.83333333333333,80.99,18.0,44.6694444444444,18.7,54.1492307692308,17.1,49.79,5.4,3.7
2016-01-13 05:00:00,50,0,18.9633333333333,44.2,18.273125,43.98125,19.89,45.06,18.566666666666695,44.2,17.2,52.59,5.69,79.6333333333333,18.0125,44.891875,18.7,53.784375,17.2,50.0,5.2,3.6
2016-01-13 06:00:00,20,0,18.89,44.29,18.2,44.0,19.9266666666667,45.03,18.4633333333333,44.1633333333333,17.1666666666667,52.79,5.56,78.3666666666667,18.0055555555556,45.3016666666667,18.7,53.3870588235294,17.2,50.26,5.0,3.4
2016-01-13 07:00:00,110,10,18.89,45.0,18.15,44.59,19.6,44.2233333333333,18.39,44.1633333333333,18.9666666666667,83.5233333333333,5.59,79.3333333333333,18.1,46.26333333333329,18.6,53.14,17.2,50.4,5.1,3.4
2016-01-13 08:00:00,40,0,18.79,44.23,18.0,43.645,19.5,43.9,18.29,43.79,18.3566666666667,57.8,5.59,79.8966666666667,17.89,42.514,18.5,50.9,17.1,48.4633333333333,5.0,3.4
2016-01-13 09:00:00,400,20,18.8566666666667,44.06,18.066666666666695,43.4666666666667,19.39,43.59,19.03,44.0,18.29,56.66666666666671,5.5,79.1566666666667,17.7,40.8266666666667,18.29,49.3633333333333,17.0,46.42,5.0,3.2
2016-01-13 10:00:00,90,20,19.2,44.06,18.6,43.23,19.39,43.59,20.1,42.7666666666667,18.0,54.69,5.45,80.39,17.7,41.93,18.26,49.5266666666667,17.1,46.3,5.0,3.1
2016-01-13 11:00:00,30,10,19.29,45.1633333333333,18.79,44.0,19.5,44.0,19.8566666666667,42.0266666666667,17.79,53.9,5.9,75.7266666666667,17.5666666666667,40.26,18.0333333333333,47.89,17.0,45.8633333333333,5.5,2.4
2016-01-13 12:00:00,40,0,19.2,44.9,18.6,42.83333333333329,19.39,43.93,19.566666666666695,43.5266666666667,17.7,52.8266666666667,6.65666666666667,69.9333333333333,17.5,39.4666666666667,17.9633333333333,47.03,16.89,44.2233333333333,6.0,2.1
2016-01-13 13:00:00,30,0,19.1,42.2666666666667,18.5,41.3633333333333,19.29,43.26,19.2,41.8633333333333,17.6,51.6266666666667,6.93333333333333,62.0266666666667,17.4266666666667,38.4633333333333,17.89,46.03,16.89,42.73,5.5,1.9
2016-01-13 14:00:00,40,0,19.0,41.4333333333333,18.39,40.7,19.26,42.8633333333333,19.1,41.79,17.5,50.59,6.46666666666667,59.76333333333329,17.4266666666667,37.7666666666667,17.79,45.2233333333333,16.89,42.1566666666667,6.9,1.9
2016-01-13 15:00:00,40,0,19.1,41.1266666666667,18.5,40.1266666666667,19.29,42.56,19.1,41.36,17.39,49.76,7.9,52.69333333333329,18.066666666666695,37.0666666666667,18.1333333333333,44.1333333333333,16.89,41.7,6.3,1.0
2016-01-13 16:00:00,70,0,19.39,40.53,18.79,39.5,19.29,42.0,19.29,40.5,17.39,49.09,7.43333333333333,52.0966666666667,18.8233333333333,35.9333333333333,18.7633333333333,43.3266666666667,17.0,41.1266666666667,6.4,-0.1
2016-01-13 17:00:00,90,0,19.3566666666667,40.79,18.7,39.73,19.29,42.0,19.066666666666695,40.0266666666667,17.29,48.9,5.66,55.6966666666667,18.79,37.19333333333329,19.1,44.29,17.0,40.56,5.0,0.1
2016-01-13 18:00:00,100,10,19.29,40.79,18.7,39.8266666666667,19.29,42.09,18.89,40.1266666666667,17.29,48.73,3.82666666666667,65.7666666666667,18.39,35.76,19.566666666666695,44.73,16.89,40.06,3.7,0.0
2016-01-13 19:00:00,140,0,19.29,41.15,18.79,40.09,19.2,41.7,18.7,40.09,17.23,48.7,2.4666666666666694,72.9666666666667,18.2,36.33333333333329,19.79,45.0,16.79,39.9666666666667,2.7,1.0
2016-01-13 20:00:00,150,20,19.4633333333333,41.59,19.0,40.4,19.2,42.2,18.6,40.4666666666667,17.7,75.0233333333333,1.7,80.3633333333333,18.4633333333333,38.1333333333333,19.79,45.1175,16.73,40.1633333333333,3.2,1.4
2016-01-13 21:00:00,110,20,19.6,41.56,19.1666666666667,40.9,19.2,42.73,19.79,41.73,18.1666666666667,87.43,1.445,84.295,18.3233333333333,37.8633333333333,19.79,45.23,16.7,40.2,3.0,1.4
2016-01-13 22:00:00,270,0,19.6,42.0,19.1,40.73,20.35,46.545,19.39,39.9333333333333,19.3233333333333,87.4966666666667,1.1,86.3,18.29,37.8633333333333,19.76,46.2,16.6,40.06,2.7,0.9
2016-01-13 23:00:00,30,0,19.5,42.2,18.89,41.2,20.86,44.6566666666667,19.075,40.7675,18.73,72.3,1.79,89.3966666666667,18.2,38.4633333333333,19.6,47.0,16.6,41.5666666666667,3.2,1.0
2016-01-14 00:00:00,50,0,19.29,42.09,18.7,41.4,20.3233333333333,43.7,18.79,41.23,18.3566666666667,67.9966666666667,1.66666666666667,89.5,18.1,39.8266666666667,19.6,48.93,16.6666666666667,43.2,2.8,1.2
2016-01-14 01:00:00,50,0,19.1,42.09,18.5,41.29,20.1,43.4666666666667,18.7,41.59,18.1,66.3666666666667,1.73,91.56333333333332,18.1,40.845,19.39,50.1333333333333,16.6333333333333,44.2,2.9,1.4
2016-01-14 02:00:00,40,0,19.0,42.09,18.29,41.29,19.89,43.2,18.5,41.79,17.79,64.7633333333333,2.2,92.79333333333328,18.1,42.09,19.29,51.09,16.7,45.76,2.8,1.7
2016-01-14 03:00:00,50,0,18.79,42.2,18.2,41.4,19.79,43.4,18.39,41.9,17.7,63.8633333333333,2.79,92.59,18.1,42.4,19.2,50.9,16.7,46.6633333333333,3.2,1.6
2016-01-14 04:00:00,20,0,18.7,42.29,18.0333333333333,41.53,19.79,43.3266666666667,18.29,41.9666666666667,17.5666666666667,63.06,3.06,91.33,18.1,42.4666666666667,19.1,50.59,16.7,47.1266666666667,3.4,1.8
2016-01-14 05:00:00,40,0,18.6,42.3266666666667,18.0,41.59,19.7,43.2,18.2,42.2,17.445,62.45,3.09,91.03,18.0,42.3266666666667,19.0333333333333,50.4333333333333,16.7,47.7,3.3,1.8
2016-01-14 06:00:00,50,0,18.5,42.5,17.89,41.79,19.79,43.29,18.1,42.4,17.3566666666667,62.2,3.5,90.7633333333333,18.0,42.59,18.89,50.4333333333333,16.7,48.0,3.4,1.9
2016-01-14 07:00:00,70,10,18.39,42.59,17.79,41.9,19.79,43.4,18.0,42.53,17.29,61.9333333333333,3.8633333333333306,88.83,18.0,43.53,18.79,50.56,16.745,48.345,4.0,2.4
2016-01-14 08:00:00,100,0,18.39,43.9333333333333,17.76,42.7,19.5,43.0,18.79,42.1333333333333,17.2,59.36,3.79,91.73,17.8233333333333,41.19333333333329,18.7,49.0666666666667,16.7,46.9633333333333,3.7,2.5
2016-01-14 09:00:00,130,0,18.39,43.29,17.79,42.29,19.29,42.4,18.6,41.53,17.2,53.8966666666667,2.76666666666667,93.46666666666668,17.7,39.86,18.5,47.2675,16.7,45.9333333333333,1.3,1.0
2016-01-14 10:00:00,420,20,18.6666666666667,43.49,18.29,42.09,19.23,42.5666666666667,18.7,42.26,17.5,49.3266666666667,2.29,94.69,17.5333333333333,38.79,18.29,45.9666666666667,16.79,46.0266666666667,1.9,1.2
2016-01-14 11:00:00,490,10,18.9175,43.05,18.7,41.3266666666667,20.5966666666667,47.1966666666667,18.79,42.09,17.2,52.8266666666667,2.62666666666667,95.3333333333333,17.4633333333333,38.3633333333333,18.1666666666667,45.29,16.89,46.0,2.3,1.3
2016-01-14 12:00:00,290,10,19.73,45.1233333333333,19.4633333333333,40.59,21.73,44.7266666666667,18.9266666666667,42.9333333333333,17.1,53.2,3.43333333333333,96.0,17.39,38.0,18.0,44.8633333333333,17.0,45.9333333333333,2.9,1.7
2016-01-14 13:00:00,140,0,20.8233333333333,44.33333333333329,20.1333333333333,40.2,22.29,45.53,18.8566666666667,42.0666666666667,17.1,53.2,3.53,96.06,17.4266666666667,38.03,18.0,44.73,17.1,46.5666666666667,4.2,2.4
2016-01-14 14:00:00,140,0,21.23,41.59666666666671,20.5,39.59,21.8566666666667,43.43,19.1,43.79,17.1,53.2,4.83,96.96666666666668,17.5,38.09,18.1,44.9,17.26,47.56,4.8,2.5
2016-01-14 15:00:00,80,0,21.5,40.4333333333333,20.89,39.29,21.5,42.06,18.89,42.73,17.0333333333333,53.3266666666667,5.12333333333333,92.7633333333333,17.4633333333333,38.09,18.0,44.9333333333333,17.2,46.1566666666667,5.5,3.0
2016-01-14 16:00:00,30,0,21.5333333333333,39.9333333333333,21.0,38.9,21.29,41.4,18.76,42.29,17.1,53.4666666666667,5.2725,81.34,17.39,37.8266666666667,17.89,44.59,17.1,44.7666666666667,5.4,2.0
2016-01-14 17:00:00,910,0,21.4633333333333,41.69333333333329,20.8566666666667,38.3633333333333,21.6666666666667,43.93,18.7,42.66,17.1,53.0,4.96666666666667,74.1666666666667,17.6,38.53,18.2,45.59,17.0,43.4666666666667,4.6,0.7
2016-01-14 18:00:00,90,10,22.1,42.3633333333333,21.566666666666695,39.36,22.5333333333333,43.7666666666667,18.745,45.295,17.1,53.9,4.59,74.6333333333333,17.7,38.5,18.6,45.76,17.0,43.1633333333333,4.5,0.6
2016-01-14 19:00:00,380,10,22.2,40.69333333333329,21.7,38.59,22.1,42.06,18.79,44.59,17.1,53.8266666666667,4.19,72.4633333333333,17.7,38.7666666666667,18.8233333333333,45.3266666666667,16.89,42.1633333333333,4.0,0.3
2016-01-14 20:00:00,90,20,22.79,44.83333333333329,21.89,40.9566666666667,22.0,43.4666666666667,18.9633333333333,47.23,17.2,55.0,4.0,75.2266666666667,17.7,37.5666666666667,19.0,44.79,16.9633333333333,42.8633333333333,3.4,1.3
2016-01-14 21:00:00,130,20,22.7,42.6333333333333,21.76,41.0,21.9266666666667,43.4,18.89,46.2666666666667,19.13,68.6633333333333,4.3,63.5633333333333,19.39,43.3266666666667,19.29,46.7,16.9633333333333,43.1,4.0,-1.0
2016-01-14 22:00:00,50,10,22.79,41.5,21.89,40.86,21.79,42.79,19.2,46.1266666666667,19.7,51.8633333333333,3.6266666666666705,62.4,19.23,40.1333333333333,19.79,44.795,16.89,41.1333333333333,3.5,-1.5
2016-01-14 23:00:00,50,0,23.39,40.0,22.6,39.6633333333333,21.4633333333333,43.0,18.9266666666667,44.9333333333333,18.89,55.6266666666667,2.13333333333333,78.3666666666667,18.815,40.3975,19.7,47.2666666666667,17.1,45.5266666666667,1.4,0.3
2016-01-15 00:00:00,50,0,23.6666666666667,39.6633333333333,22.79,39.4666666666667,21.2,43.06,18.7,44.2,18.745,55.79,1.39,89.4666666666667,18.6,41.2666666666667,19.7,48.8266666666667,17.1,46.0,0.8,0.0
2016-01-15 01:00:00,50,0,23.79,39.1633333333333,22.79,39.2,21.2,43.29,18.6,43.7,18.6,55.4333333333333,0.5999999999999999,94.6566666666667,18.6,42.0,19.5,48.9333333333333,17.2,46.56,0.0,0.0
2016-01-15 02:00:00,50,0,23.6,39.03,22.7,39.09,21.2,43.4666666666667,18.5,43.4,18.5333333333333,55.09,0.6999999999999998,94.59,18.5,42.4,19.39,49.4,17.2,47.29,0.4,0.2
2016-01-15 03:00:00,30,0,23.29,39.5,22.3233333333333,39.06,21.23,43.4333333333333,18.39,43.1266666666667,18.5,54.8266666666667,1.32333333333333,94.69,18.5,42.4666666666667,19.39,49.59,17.23,47.53,1.3,0.2
2016-01-15 04:00:00,40,0,22.9266666666667,39.4,21.9266666666667,39.09,21.29,43.59,18.39,43.0,18.3566666666667,54.5,1.93333333333333,95.06333333333332,18.5,42.76,19.29,49.4,17.29,47.7,2.7,0.0
2016-01-15 05:00:00,50,0,22.6,39.5,21.625,39.145,21.29,43.59,18.29,42.79,18.29,54.26,1.9,96.0,18.4633333333333,42.2,19.29,49.26,17.29,47.59,3.0,-0.9
2016-01-15 06:00:00,50,0,22.29,39.79,21.29,39.29,21.29,43.5,18.2,42.5,18.2,53.9666666666667,2.4,94.4266666666667,18.39,42.3266666666667,19.2,48.79,17.39,47.7,3.2,-1.4
2016-01-15 07:00:00,70,10,22.0,39.6175,21.0,39.3266666666667,21.29,43.6633333333333,18.1333333333333,42.29,18.1,53.79,2.5,92.56333333333332,18.4266666666667,42.9666666666667,19.1333333333333,49.03,17.39,47.7,3.2,-0.6
2016-01-15 08:00:00,50,10,21.6333333333333,36.66666666666671,20.2966666666667,35.6966666666667,20.6666666666667,38.3933333333333,18.1,42.29,18.0,55.7233333333333,2.4,86.2266666666667,18.39,42.1633333333333,19.0,48.23,17.39,46.73,3.2,-0.3
2016-01-15 09:00:00,400,10,20.79,34.6666666666667,19.7,34.7666666666667,20.1,37.6566666666667,19.3,42.2,17.89,55.0,2.56,85.1333333333333,18.1,39.1566666666667,18.89,46.6566666666667,17.29,44.9,3.2,0.0
2016-01-15 10:00:00,60,10,20.89,37.36,20.0333333333333,37.0666666666667,20.2,38.9633333333333,20.29,40.4633333333333,17.79,53.06,2.73,83.06,18.0,37.6266666666667,18.7,44.6266666666667,17.29,43.7233333333333,3.2,0.3
2016-01-15 11:00:00,390,10,21.0,38.3633333333333,20.29,38.09,20.39,39.7,20.1092592592593,40.1496296296296,17.73,52.59,3.395,79.69,17.89,37.0,18.55,43.645,17.26,42.8633333333333,3.9,1.1
2016-01-15 12:00:00,60,10,20.89,38.4,20.29,38.15,20.39,39.7,20.1277777777778,40.2688888888889,17.7,52.18166666666671,4.09,77.8933333333333,17.79,36.79,18.48,43.2127272727273,17.29,42.4,3.7,1.8
2016-01-15 13:00:00,460,10,21.1,39.3266666666667,20.79,38.039375,20.6,40.09,20.1462962962963,40.3881481481481,17.735,51.72,4.59,74.8333333333333,17.79,36.59,18.39,43.09,17.29,42.03,3.9,1.9
2016-01-15 14:00:00,60,10,21.4266666666667,38.79,21.1111111111111,38.02,20.6,40.2,20.1648148148148,40.5074074074074,18.3311111111111,48.5316666666667,5.03,70.9566666666667,17.79,36.5,18.39,42.9822222222222,17.5666666666667,46.56,4.2,2.1
2016-01-15 15:00:00,60,0,21.73,38.69333333333329,21.29,37.51,20.6,40.23,20.183333333333305,40.6266666666667,19.225,44.54166666666671,5.3,67.96,17.775,36.29,18.3233333333333,42.6266666666667,17.6,45.0266666666667,4.5,2.0
2016-01-15 16:00:00,50,0,22.2,38.09,21.79,37.29,21.0333333333333,39.8266666666667,20.2018518518519,40.7459259259259,19.878888888888895,42.7894444444444,4.5,80.8233333333333,17.76,36.4,18.29,42.7,17.5,43.1333333333333,1.7,1.1
2016-01-15 17:00:00,90,0,22.39,37.8633333333333,21.8677777777778,37.1755555555556,21.2,39.59,20.2203703703704,40.8651851851852,20.1444444444444,42.055,1.9,95.545,17.7,36.525,18.4116666666667,44.2394444444444,17.39,42.26,2.2,1.3
2016-01-15 18:00:00,80,0,22.39,37.79,21.89,37.09,21.29,39.7,20.2388888888889,40.9844444444444,20.29,41.59,2.43333333333333,95.29333333333328,17.7,36.4666666666667,19.5,45.236,17.3566666666667,41.59,2.9,1.9
2016-01-15 19:00:00,330,20,22.5,45.6633333333333,22.0,38.395,21.39,42.83,20.2574074074074,41.1037037037037,20.39,43.6,2.29,94.9,17.64,36.44,19.4266666666667,45.59,17.29,41.2,2.5,1.5
2016-01-15 20:00:00,190,20,22.6,41.7566666666667,22.0,39.0,21.29,43.0666666666667,20.1333333333333,43.2,20.7,52.6633333333333,2.32666666666667,94.69,18.7266666666667,41.4633333333333,19.8566666666667,45.09,17.29,41.03,2.5,2.1
2016-01-15 21:00:00,150,20,23.0333333333333,40.2233333333333,22.39,39.4666666666667,21.29,42.09,20.89,42.33,20.89,46.8933333333333,1.35666666666667,94.1566666666667,18.9266666666667,39.83333333333329,20.3566666666667,44.6266666666667,17.2,40.9,2.2,1.7
2016-01-15 22:00:00,230,10,23.2,39.06,22.39,38.76,21.2,41.79,20.79,42.9,21.4,66.03,2.145,94.5,19.0333333333333,38.8266666666667,20.6,44.2,17.2,40.5,2.2,1.6
2016-01-15 23:00:00,70,10,23.2,39.5,22.39,38.3266666666667,21.1,41.9,21.566666666666695,42.9333333333333,20.73,72.7333333333333,2.32666666666667,94.56,19.0,40.23,20.79,45.49,17.6,45.5,2.7,2.0
2016-01-16 00:00:00,50,0,23.0,40.0,22.15,38.79,21.0,41.9,21.2,43.79,20.29,60.5933333333333,2.0,94.46666666666668,18.79,40.3633333333333,20.6,47.4333333333333,17.89,47.06,2.4,1.9
2016-01-16 01:00:00,50,0,22.7,40.29,21.89,39.3633333333333,20.89,42.0,20.6666666666667,43.6633333333333,20.0,56.3,2.12666666666667,94.59,18.7,40.9666666666667,20.39,48.06,17.89,47.0,2.25,1.65
2016-01-16 02:00:00,40,0,22.5,40.29,21.6,39.56,20.79,41.9333333333333,20.23,43.4333333333333,19.6666666666667,53.6,2.09,94.5,18.7,41.6333333333333,20.2,48.89,17.89,47.09,2.1,1.4
2016-01-16 03:00:00,30,0,22.2,40.09,21.29,39.56,20.7,41.9,20.0,43.29,19.5,52.3633333333333,1.13333333333333,94.46666666666668,18.7,41.6266666666667,20.1333333333333,49.7,17.89,47.2,1.5,0.8
2016-01-16 04:00:00,50,0,21.9633333333333,40.0,21.066666666666695,39.56,20.5,41.79,19.79,43.2,19.29,51.56,-0.2666666666666669,94.7266666666667,18.7,41.6266666666667,20.066666666666695,49.29,17.89,47.26,0.6,0.2
2016-01-16 05:00:00,50,0,21.76,39.9,20.79,39.5,20.5,41.8266666666667,19.575,43.0,19.2,51.03,-0.5,95.0,18.7,41.79,19.89,49.0,17.89,47.29,0.6,0.0
2016-01-16 06:00:00,50,0,21.5,39.9,20.6666666666667,39.5,20.566666666666695,42.0,19.39,42.8633333333333,19.0,50.7,-0.125,94.975,18.6,41.7,19.79,49.03,17.89,47.29,0.5,-0.1
2016-01-16 07:00:00,50,0,21.29,40.0,20.5,39.76,20.6,42.2,19.29,42.79,18.89,50.59,0.6333333333333329,95.03,18.6,41.9666666666667,19.76,49.1266666666667,17.89,47.29,1.0,0.4
2016-01-16 08:00:00,390,10,21.2,40.2233333333333,20.39,39.76,20.7,42.23,20.545,42.95,19.1333333333333,47.5633333333333,1.13333333333333,95.19,18.6,42.09,19.7,49.4666666666667,17.89,47.23,1.2,0.6
2016-01-16 09:00:00,70,0,21.566666666666695,42.5266666666667,20.8566666666667,40.7233333333333,20.6666666666667,42.2666666666667,21.0333333333333,42.6266666666667,19.7,46.26,1.22666666666667,95.2633333333333,18.6,42.56,19.7,49.5,17.89,46.73,1.3,0.8
2016-01-16 10:00:00,60,0,21.89,40.79,21.2,40.4,20.79,42.09,20.5333333333333,42.59,20.1,44.79,1.53333333333333,95.46666666666668,18.6,42.69333333333329,19.6,49.5,17.79,45.76,2.0,1.2
2016-01-16 11:00:00,60,0,22.0333333333333,41.03,21.5,40.56,20.9266666666667,42.5,20.5,42.3266666666667,20.2,44.59,2.22333333333333,95.8666666666667,18.8233333333333,43.03,19.7,49.9666666666667,17.89,45.26,3.5,2.4
