date,conso,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-20 05:00:00,0.286,0.122,245.510,1.200,0.000,1.000,0.0
2006-12-20 06:00:00,0.342,0.148,243.720,1.600,0.000,0.000,0.0
2006-12-20 07:00:00,0.212,0.000,244.580,0.800,0.000,0.000,0.0
2006-12-20 08:00:00,3.542,0.198,239.020,14.800,0.000,1.000,18.0
2006-12-20 09:00:00,1.286,0.000,241.870,5.200,0.000,0.000,18.0
2006-12-20 10:00:00,1.294,0.000,242.900,5.200,0.000,0.000,18.0
2006-12-20 11:00:00,3.624,0.226,236.700,15.200,0.000,35.000,17.0
2006-12-20 12:00:00,1.426,0.000,242.380,5.800,0.000,0.000,18.0
2006-12-20 13:00:00,1.462,0.198,241.970,6.000,0.000,0.000,18.0
2006-12-20 14:00:00,1.374,0.096,242.530,5.600,0.000,1.000,18.0
2006-12-20 15:00:00,0.370,0.210,246.010,1.800,0.000,0.000,0.0
2006-12-20 16:00:00,0.416,0.254,244.840,2.000,0.000,1.000,0.0
2006-12-20 17:00:00,0.402,0.084,242.510,1.600,0.000,0.000,0.0
2006-12-20 18:00:00,1.064,0.172,241.130,4.400,0.000,0.000,0.0
2006-12-20 19:00:00,3.174,0.116,236.510,13.400,0.000,0.000,17.0
2006-12-20 20:00:00,3.362,0.292,235.510,14.200,0.000,0.000,17.0
2006-12-20 21:00:00,3.614,0.078,237.020,15.200,0.000,0.000,17.0
2006-12-20 22:00:00,3.700,0.300,235.400,15.600,0.000,0.000,17.0
2006-12-20 23:00:00,2.488,0.046,241.590,10.200,0.000,2.000,18.0
2006-12-21 00:00:00,1.814,0.148,243.510,7.600,0.000,0.000,18.0
2006-12-21 01:00:00,1.304,0.000,244.350,5.200,0.000,0.000,19.0
2006-12-21 02:00:00,1.276,0.000,241.510,5.200,0.000,0.000,17.0
2006-12-21 03:00:00,0.316,0.116,244.480,1.400,0.000,0.000,0.0
2006-12-21 04:00:00,0.208,0.000,245.350,0.800,0.000,0.000,0.0
2006-12-21 05:00:00,0.314,0.110,243.400,1.400,0.000,0.000,0.0
2006-12-21 06:00:00,0.286,0.096,243.240,1.200,0.000,2.000,0.0
2006-12-21 07:00:00,1.424,0.110,245.480,5.800,0.000,0.000,0.0
2006-12-21 08:00:00,1.274,0.182,241.270,5.400,0.000,0.000,0.0
2006-12-21 09:00:00,1.400,0.068,239.380,5.800,0.000,1.000,18.0
2006-12-21 10:00:00,1.360,0.048,239.130,5.600,1.000,0.000,17.0
2006-12-21 11:00:00,0.310,0.000,240.770,1.400,0.000,0.000,0.0
2006-12-21 12:00:00,0.222,0.000,243.650,1.000,0.000,0.000,0.0
2006-12-21 13:00:00,2.540,0.154,241.340,10.400,0.000,37.000,0.0
2006-12-21 14:00:00,1.330,0.000,243.110,5.400,0.000,1.000,18.0
2006-12-21 15:00:00,0.400,0.134,245.840,1.800,0.000,0.000,0.0
2006-12-21 16:00:00,0.238,0.000,243.270,1.000,0.000,0.000,0.0
2006-12-21 17:00:00,1.530,0.092,239.010,6.400,0.000,0.000,17.0
2006-12-21 18:00:00,2.864,0.134,233.140,12.200,0.000,0.000,17.0
2006-12-21 19:00:00,1.818,0.132,234.270,7.800,0.000,0.000,17.0
2006-12-21 20:00:00,5.406,0.512,233.130,23.400,37.000,0.000,0.0
2006-12-21 21:00:00,2.314,0.140,236.560,9.800,0.000,2.000,17.0
2006-12-21 22:00:00,0.294,0.070,239.080,1.400,0.000,0.000,0.0
2006-12-21 23:00:00,0.286,0.114,244.300,1.200,0.000,2.000,0.0
2006-12-22 00:00:00,0.206,0.000,245.700,0.800,0.000,0.000,0.0
2006-12-22 01:00:00,0.202,0.000,242.200,0.800,0.000,0.000,0.0
2006-12-22 02:00:00,0.202,0.000,243.030,0.800,0.000,0.000,0.0
2006-12-22 03:00:00,0.210,0.000,247.440,0.800,0.000,0.000,0.0
2006-12-22 04:00:00,0.206,0.000,245.070,0.800,0.000,0.000,0.0
2006-12-22 05:00:00,0.262,0.000,244.490,1.200,0.000,0.000,0.0
2006-12-22 06:00:00,0.372,0.240,248.010,1.800,0.000,2.000,0.0
2006-12-22 07:00:00,4.466,0.080,239.600,18.600,0.000,0.000,0.0
2006-12-22 08:00:00,3.004,0.000,240.730,12.400,0.000,0.000,18.0
2006-12-22 09:00:00,1.440,0.116,242.280,5.800,2.000,0.000,18.0
2006-12-22 10:00:00,1.256,0.000,240.050,5.200,0.000,0.000,17.0
2006-12-22 11:00:00,1.330,0.090,237.840,5.600,0.000,0.000,18.0
2006-12-22 12:00:00,2.610,0.188,238.480,10.800,38.000,0.000,0.0
2006-12-22 13:00:00,0.586,0.268,241.490,2.600,0.000,0.000,0.0
2006-12-22 14:00:00,0.690,0.354,239.800,3.200,0.000,0.000,0.0
2006-12-22 15:00:00,1.458,0.116,240.530,6.000,0.000,0.000,18.0
2006-12-22 16:00:00,1.432,0.094,241.840,5.800,0.000,0.000,18.0
2006-12-22 17:00:00,1.666,0.074,239.630,6.800,0.000,0.000,18.0
2006-12-22 18:00:00,1.090,0.082,239.080,4.600,0.000,0.000,0.0
2006-12-22 19:00:00,4.356,0.274,235.920,18.400,0.000,0.000,17.0
2006-12-22 20:00:00,2.872,0.212,236.000,12.200,0.000,0.000,17.0
2006-12-22 21:00:00,3.628,0.176,236.000,15.400,2.000,0.000,17.0
2006-12-22 22:00:00,3.272,0.066,236.040,14.400,0.000,0.000,0.0
2006-12-22 23:00:00,3.238,0.186,238.720,13.600,0.000,1.000,0.0
2006-12-23 00:00:00,2.328,0.000,241.250,9.600,0.000,0.000,0.0
2006-12-23 01:00:00,0.466,0.340,243.830,2.400,0.000,1.000,0.0
2006-12-23 02:00:00,2.280,0.056,240.670,9.400,0.000,0.000,0.0
2006-12-23 03:00:00,2.428,0.086,243.420,9.800,0.000,0.000,0.0
2006-12-23 04:00:00,2.158,0.084,242.210,9.200,0.000,0.000,0.0
2006-12-23 05:00:00,3.362,0.062,240.890,13.800,0.000,0.000,17.0
2006-12-23 06:00:00,2.388,0.070,242.300,9.800,0.000,1.000,0.0
2006-12-23 07:00:00,0.374,0.204,242.240,1.800,0.000,0.000,0.0
2006-12-23 08:00:00,4.698,0.080,237.840,19.600,0.000,0.000,17.0
2006-12-23 09:00:00,3.366,0.058,241.350,13.800,0.000,0.000,18.0
2006-12-23 10:00:00,3.766,0.000,240.140,15.600,0.000,0.000,17.0
2006-12-23 11:00:00,3.562,0.082,235.520,15.000,0.000,0.000,17.0
2006-12-23 12:00:00,2.718,0.000,239.070,11.400,0.000,0.000,0.0
2006-12-23 13:00:00,4.128,0.218,236.740,17.400,0.000,2.000,17.0
2006-12-23 14:00:00,1.986,0.000,239.310,8.600,0.000,0.000,18.0
2006-12-23 15:00:00,4.242,0.088,240.060,17.600,0.000,0.000,18.0
2006-12-23 16:00:00,4.954,0.666,241.500,20.600,0.000,0.000,18.0
2006-12-23 17:00:00,6.958,0.058,235.920,29.400,37.000,0.000,17.0
2006-12-23 18:00:00,4.770,0.052,236.150,20.200,0.000,0.000,17.0
2006-12-23 19:00:00,5.314,0.376,236.460,22.400,0.000,1.000,17.0
2006-12-23 20:00:00,3.880,0.074,236.720,16.800,0.000,0.000,17.0
2006-12-23 21:00:00,4.326,0.066,237.540,18.200,0.000,2.000,17.0
2006-12-23 22:00:00,3.878,0.328,237.210,16.400,0.000,0.000,0.0
2006-12-23 23:00:00,3.392,0.418,241.400,14.600,0.000,2.000,0.0
2006-12-24 00:00:00,5.376,0.046,237.570,22.600,0.000,0.000,18.0
2006-12-24 01:00:00,4.130,0.184,236.690,17.800,0.000,2.000,17.0
2006-12-24 02:00:00,4.638,0.054,234.810,20.200,37.000,0.000,17.0
2006-12-24 03:00:00,0.290,0.132,248.140,1.200,0.000,1.000,0.0
2006-12-24 04:00:00,0.750,0.128,245.120,4.600,0.000,0.000,0.0
2006-12-24 05:00:00,2.228,0.100,245.240,9.400,0.000,1.000,0.0
2006-12-24 06:00:00,2.520,0.214,244.590,10.200,0.000,0.000,0.0
2006-12-24 07:00:00,0.884,0.000,245.220,5.400,0.000,0.000,0.0
2006-12-24 08:00:00,2.288,0.000,241.360,9.400,0.000,0.000,0.0
2006-12-24 09:00:00,2.426,0.102,243.930,9.800,0.000,0.000,0.0
2006-12-24 10:00:00,2.388,0.104,236.540,10.800,0.000,2.000,17.0
2006-12-24 11:00:00,2.404,0.062,236.860,10.000,0.000,1.000,17.0
2006-12-24 12:00:00,2.138,0.256,238.950,9.000,0.000,1.000,18.0
2006-12-24 13:00:00,5.368,0.150,232.660,23.000,0.000,71.000,0.0
2006-12-24 14:00:00,2.004,0.272,239.360,8.400,0.000,5.000,18.0
2006-12-24 15:00:00,3.156,0.180,242.430,13.000,0.000,38.000,0.0
2006-12-24 16:00:00,1.078,0.368,246.210,4.600,1.000,5.000,0.0
2006-12-24 17:00:00,0.956,0.134,242.780,4.000,0.000,0.000,0.0
2006-12-24 18:00:00,0.640,0.082,239.250,2.600,0.000,0.000,0.0
2006-12-24 19:00:00,0.504,0.120,240.610,2.200,0.000,0.000,0.0
2006-12-24 20:00:00,0.478,0.088,239.890,2.000,0.000,0.000,0.0
2006-12-24 21:00:00,0.406,0.000,241.520,1.600,0.000,0.000,0.0
2006-12-24 22:00:00,0.596,0.234,242.520,2.600,0.000,0.000,0.0
2006-12-24 23:00:00,0.414,0.000,243.960,1.600,0.000,0.000,0.0
2006-12-25 00:00:00,0.586,0.260,243.650,2.600,0.000,1.000,0.0
2006-12-25 01:00:00,1.796,0.050,244.080,7.200,0.000,0.000,19.0
2006-12-25 02:00:00,0.274,0.080,245.210,1.200,0.000,0.000,0.0
2006-12-25 03:00:00,0.546,0.000,249.780,2.200,0.000,0.000,0.0
2006-12-25 04:00:00,0.540,0.000,247.490,2.200,0.000,0.000,0.0
2006-12-25 05:00:00,0.646,0.148,248.730,2.600,0.000,0.000,0.0
2006-12-25 06:00:00,0.216,0.000,246.280,0.800,0.000,0.000,0.0
2006-12-25 07:00:00,0.304,0.136,245.970,1.400,0.000,0.000,0.0
2006-12-25 08:00:00,2.858,0.084,240.990,11.800,0.000,1.000,18.0
2006-12-25 09:00:00,1.816,0.090,244.440,7.400,0.000,0.000,0.0
2006-12-25 10:00:00,1.622,0.258,242.810,6.600,0.000,0.000,0.0
2006-12-25 11:00:00,1.864,0.172,244.250,7.600,0.000,0.000,0.0
2006-12-25 12:00:00,4.984,0.202,237.060,21.000,38.000,0.000,17.0
2006-12-25 13:00:00,1.064,0.182,244.560,4.400,0.000,0.000,0.0
2006-12-25 14:00:00,2.944,0.104,241.360,12.600,37.000,0.000,0.0
2006-12-25 15:00:00,2.364,0.000,244.170,10.400,9.000,0.000,19.0
2006-12-25 16:00:00,1.656,0.496,245.020,7.000,0.000,1.000,0.0
2006-12-25 17:00:00,5.790,0.366,238.940,24.200,76.000,0.000,0.0
2006-12-25 18:00:00,3.046,0.088,239.940,12.600,0.000,0.000,18.0
2006-12-25 19:00:00,3.926,0.078,239.580,16.400,0.000,39.000,0.0
2006-12-25 20:00:00,1.356,0.160,242.050,5.600,0.000,0.000,0.0
2006-12-25 21:00:00,2.458,0.150,242.580,10.000,0.000,2.000,18.0
2006-12-25 22:00:00,3.600,0.196,236.460,15.600,2.000,17.000,17.0
2006-12-25 23:00:00,3.076,0.152,241.010,12.800,0.000,0.000,0.0
2006-12-26 00:00:00,2.490,0.102,245.440,10.000,0.000,1.000,0.0
2006-12-26 01:00:00,2.328,0.000,241.930,9.600,0.000,0.000,0.0
2006-12-26 02:00:00,2.426,0.150,241.400,10.000,0.000,1.000,0.0
2006-12-26 03:00:00,2.492,0.144,244.860,10.200,0.000,0.000,0.0
2006-12-26 04:00:00,2.404,0.000,246.080,9.600,0.000,0.000,0.0
2006-12-26 05:00:00,2.360,0.000,243.480,9.600,0.000,0.000,0.0
2006-12-26 06:00:00,2.468,0.140,245.130,10.000,0.000,0.000,0.0
2006-12-26 07:00:00,2.398,0.110,242.420,9.800,0.000,2.000,0.0
2006-12-26 08:00:00,4.050,0.000,235.090,17.200,0.000,0.000,17.0
2006-12-26 09:00:00,2.970,0.186,238.240,12.400,0.000,0.000,17.0
2006-12-26 10:00:00,4.502,0.058,234.770,19.200,0.000,0.000,17.0
2006-12-26 11:00:00,2.228,0.000,238.620,9.400,0.000,0.000,18.0
2006-12-26 12:00:00,2.334,0.068,237.130,9.800,0.000,0.000,17.0
2006-12-26 13:00:00,3.982,0.294,237.190,17.000,0.000,0.000,17.0
2006-12-26 14:00:00,2.576,0.128,241.410,10.800,0.000,0.000,18.0
2006-12-26 15:00:00,2.474,0.230,246.270,10.000,0.000,2.000,18.0
2006-12-26 16:00:00,2.980,0.076,246.220,12.000,0.000,4.000,19.0
2006-12-26 17:00:00,2.632,0.000,241.700,11.000,0.000,0.000,18.0
2006-12-26 18:00:00,3.490,0.120,237.880,14.600,0.000,0.000,17.0
2006-12-26 19:00:00,2.982,0.270,237.860,12.600,0.000,0.000,18.0
2006-12-26 20:00:00,4.744,0.624,237.900,20.200,0.000,2.000,17.0
2006-12-26 21:00:00,2.610,0.000,242.790,10.800,2.000,0.000,19.0
2006-12-26 22:00:00,0.748,0.000,244.240,3.200,0.000,1.000,0.0
2006-12-26 23:00:00,0.824,0.108,246.780,3.600,0.000,0.000,0.0
2006-12-27 00:00:00,0.630,0.162,245.700,2.800,0.000,0.000,0.0
2006-12-27 01:00:00,0.392,0.000,246.160,1.800,0.000,0.000,0.0
2006-12-27 02:00:00,0.396,0.046,248.200,1.800,0.000,0.000,0.0
2006-12-27 03:00:00,0.398,0.050,248.810,1.800,0.000,0.000,0.0
2006-12-27 04:00:00,0.658,0.434,248.270,3.200,0.000,1.000,0.0
2006-12-27 05:00:00,0.392,0.000,247.090,1.800,0.000,0.000,0.0
2006-12-27 06:00:00,0.398,0.000,245.790,1.800,0.000,0.000,0.0
2006-12-27 07:00:00,0.640,0.432,248.090,3.200,0.000,2.000,0.0
2006-12-27 08:00:00,2.526,0.084,237.100,10.600,0.000,0.000,18.0
2006-12-27 09:00:00,2.426,0.122,240.620,10.000,0.000,0.000,17.0
2006-12-27 10:00:00,2.070,0.000,239.010,8.600,0.000,0.000,17.0
2006-12-27 11:00:00,1.390,0.144,241.650,5.800,0.000,0.000,18.0
2006-12-27 12:00:00,1.258,0.000,238.840,5.200,0.000,0.000,18.0
2006-12-27 13:00:00,0.270,0.116,243.840,1.200,0.000,0.000,0.0
2006-12-27 14:00:00,0.306,0.160,242.600,1.400,0.000,0.000,0.0
2006-12-27 15:00:00,0.468,0.376,244.930,2.400,0.000,1.000,0.0
2006-12-27 16:00:00,0.240,0.060,246.270,1.000,0.000,0.000,0.0
2006-12-27 17:00:00,0.312,0.162,245.160,1.400,0.000,0.000,0.0
2006-12-27 18:00:00,1.640,0.276,239.940,6.800,0.000,2.000,0.0
2006-12-27 19:00:00,1.640,0.246,238.990,6.800,0.000,0.000,0.0
2006-12-27 20:00:00,1.294,0.000,240.960,5.400,0.000,0.000,0.0
2006-12-27 21:00:00,2.336,0.000,241.810,9.600,0.000,0.000,18.0
2006-12-27 22:00:00,1.322,0.166,241.320,5.400,0.000,0.000,0.0
2006-12-27 23:00:00,0.340,0.054,245.110,1.400,0.000,0.000,0.0
2006-12-28 00:00:00,0.232,0.054,245.500,1.000,0.000,0.000,0.0
2006-12-28 01:00:00,0.228,0.000,242.980,1.000,0.000,0.000,0.0
2006-12-28 02:00:00,0.416,0.320,244.730,2.200,0.000,2.000,0.0
2006-12-28 03:00:00,0.320,0.184,249.030,1.400,0.000,0.000,0.0
2006-12-28 04:00:00,0.236,0.064,247.600,1.000,0.000,0.000,0.0
2006-12-28 05:00:00,0.414,0.344,248.250,2.200,0.000,2.000,0.0
2006-12-28 06:00:00,0.418,0.282,246.450,2.000,0.000,0.000,0.0
2006-12-28 07:00:00,0.236,0.064,248.270,1.000,0.000,0.000,0.0
2006-12-28 08:00:00,3.272,0.000,238.950,13.600,0.000,0.000,18.0
2006-12-28 09:00:00,1.464,0.170,241.110,6.000,1.000,0.000,18.0
2006-12-28 10:00:00,0.234,0.054,244.940,1.000,0.000,0.000,0.0
2006-12-28 11:00:00,0.230,0.000,239.680,1.000,0.000,0.000,0.0
2006-12-28 12:00:00,0.228,0.000,241.420,1.000,0.000,0.000,0.0
2006-12-28 13:00:00,0.404,0.288,243.000,2.000,0.000,0.000,0.0
2006-12-28 14:00:00,1.454,0.000,242.670,6.000,0.000,0.000,19.0
2006-12-28 15:00:00,1.598,0.130,244.810,6.600,0.000,0.000,18.0
2006-12-28 16:00:00,1.588,0.278,242.790,6.600,0.000,1.000,18.0
2006-12-28 17:00:00,1.972,0.238,240.520,8.200,0.000,0.000,18.0
2006-12-28 18:00:00,2.044,0.000,237.840,8.600,0.000,0.000,18.0
2006-12-28 19:00:00,5.388,0.176,234.950,22.800,0.000,38.000,17.0
2006-12-28 20:00:00,3.166,0.252,234.730,13.600,0.000,0.000,0.0
2006-12-28 21:00:00,6.376,0.252,235.940,27.400,1.000,53.000,17.0
2006-12-28 22:00:00,3.968,0.000,239.390,16.600,38.000,0.000,0.0
2006-12-28 23:00:00,2.044,0.166,247.430,8.200,0.000,18.000,0.0
2006-12-29 00:00:00,0.496,0.186,245.710,3.000,0.000,0.000,0.0
2006-12-29 01:00:00,2.238,0.000,244.890,9.400,0.000,0.000,0.0
2006-12-29 02:00:00,0.348,0.178,247.390,1.800,0.000,1.000,0.0
2006-12-29 03:00:00,2.414,0.000,246.350,9.800,0.000,1.000,0.0
2006-12-29 04:00:00,2.372,0.000,244.480,9.600,0.000,0.000,0.0
2006-12-29 05:00:00,2.472,0.152,244.560,10.000,0.000,0.000,0.0
2006-12-29 06:00:00,2.374,0.000,244.390,9.600,0.000,0.000,0.0
2006-12-29 07:00:00,2.394,0.066,244.310,9.800,0.000,0.000,0.0
2006-12-29 08:00:00,3.930,0.078,237.720,16.400,0.000,0.000,18.0
2006-12-29 09:00:00,3.300,0.000,238.700,13.800,0.000,0.000,18.0
2006-12-29 10:00:00,3.558,0.340,239.280,14.800,0.000,2.000,17.0
2006-12-29 11:00:00,1.618,0.000,240.710,6.600,0.000,0.000,17.0
2006-12-29 12:00:00,1.394,0.110,241.240,5.800,0.000,0.000,18.0
2006-12-29 13:00:00,1.404,0.000,240.380,5.800,0.000,0.000,18.0
2006-12-29 14:00:00,1.424,0.240,239.280,6.000,0.000,0.000,18.0
2006-12-29 15:00:00,1.386,0.158,243.110,5.600,0.000,0.000,18.0
2006-12-29 16:00:00,0.374,0.268,242.350,1.800,0.000,0.000,0.0
2006-12-29 17:00:00,0.298,0.152,240.120,1.400,0.000,0.000,0.0
2006-12-29 18:00:00,1.448,0.338,233.800,6.200,0.000,1.000,0.0
2006-12-29 19:00:00,1.512,0.000,231.970,6.400,0.000,1.000,0.0
2006-12-29 20:00:00,2.828,0.268,232.740,12.200,0.000,0.000,17.0
2006-12-29 21:00:00,1.522,0.000,234.550,6.400,0.000,0.000,0.0
2006-12-29 22:00:00,2.278,0.086,236.410,9.600,0.000,3.000,17.0
2006-12-29 23:00:00,2.954,0.274,239.750,12.600,0.000,24.000,18.0
2006-12-30 00:00:00,0.236,0.000,243.420,1.000,0.000,1.000,0.0
2006-12-30 01:00:00,0.408,0.266,241.270,2.000,0.000,1.000,0.0
2006-12-30 02:00:00,0.230,0.000,241.050,1.000,0.000,1.000,0.0
2006-12-30 03:00:00,0.420,0.310,247.010,2.000,0.000,1.000,0.0
2006-12-30 04:00:00,0.324,0.186,247.370,1.600,0.000,2.000,0.0
2006-12-30 05:00:00,0.338,0.180,244.020,1.600,0.000,0.000,0.0
2006-12-30 06:00:00,0.242,0.000,244.510,1.000,0.000,0.000,0.0
2006-12-30 07:00:00,0.280,0.130,247.400,1.200,0.000,0.000,0.0
2006-12-30 08:00:00,0.386,0.172,245.430,1.800,0.000,0.000,0.0
2006-12-30 09:00:00,1.248,0.218,243.900,5.200,0.000,1.000,0.0
2006-12-30 10:00:00,7.016,0.302,236.000,29.600,0.000,73.000,17.0
2006-12-30 11:00:00,2.590,0.296,235.960,11.000,0.000,2.000,17.0
2006-12-30 12:00:00,1.664,0.000,238.340,7.000,0.000,0.000,18.0
2006-12-30 13:00:00,4.002,0.504,239.090,16.800,0.000,39.000,17.0
2006-12-30 14:00:00,1.292,0.000,240.590,5.400,0.000,0.000,18.0
2006-12-30 15:00:00,2.144,0.512,239.120,9.200,0.000,0.000,18.0
2006-12-30 16:00:00,2.392,0.382,241.840,10.000,0.000,0.000,18.0
2006-12-30 17:00:00,2.784,0.672,241.180,11.800,0.000,4.000,18.0
2006-12-30 18:00:00,2.602,0.234,234.120,11.200,0.000,0.000,17.0
2006-12-30 19:00:00,5.808,0.460,230.040,25.200,36.000,0.000,16.0
