date,conso,Global_reactive_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-18 12:00:00,1.734,0.084,7.000,0.000,0.000,19.0
2006-12-18 13:00:00,1.480,0.058,6.000,0.000,0.000,18.0
2006-12-18 14:00:00,0.408,0.082,1.600,0.000,0.000,0.0
2006-12-18 15:00:00,1.888,0.092,7.800,0.000,0.000,18.0
2006-12-18 16:00:00,1.680,0.074,6.800,0.000,0.000,18.0
2006-12-18 17:00:00,1.946,0.088,8.000,0.000,0.000,17.0
2006-12-18 18:00:00,2.786,0.178,11.800,0.000,2.000,17.0
2006-12-18 19:00:00,1.456,0.000,6.000,0.000,0.000,0.0
2006-12-18 20:00:00,1.616,0.234,6.800,0.000,1.000,0.0
2006-12-18 21:00:00,3.274,0.076,14.000,0.000,0.000,17.0
2006-12-18 22:00:00,1.556,0.160,6.600,0.000,0.000,0.0
2006-12-18 23:00:00,2.502,0.000,10.400,0.000,36.000,0.0
2006-12-19 00:00:00,0.414,0.242,2.000,0.000,1.000,0.0
2006-12-19 01:00:00,1.292,0.000,5.400,0.000,0.000,18.0
2006-12-19 02:00:00,0.326,0.114,1.400,0.000,2.000,0.0
2006-12-19 03:00:00,0.328,0.086,1.600,0.000,0.000,0.0
2006-12-19 04:00:00,0.244,0.000,1.000,0.000,0.000,0.0
2006-12-19 05:00:00,0.420,0.230,2.000,0.000,0.000,0.0
2006-12-19 06:00:00,0.244,0.000,1.000,0.000,0.000,0.0
2006-12-19 07:00:00,1.370,0.148,5.600,0.000,0.000,0.0
2006-12-19 08:00:00,2.914,0.000,12.400,0.000,0.000,17.0
2006-12-19 09:00:00,5.994,0.208,25.800,38.000,38.000,17.0
2006-12-19 10:00:00,0.222,0.000,1.000,0.000,0.000,0.0
2006-12-19 11:00:00,2.410,0.000,10.000,0.000,37.000,0.0
2006-12-19 12:00:00,2.488,0.162,10.400,0.000,36.000,0.0
2006-12-19 13:00:00,0.206,0.000,0.800,0.000,0.000,0.0
2006-12-19 14:00:00,0.314,0.136,1.400,0.000,0.000,0.0
2006-12-19 15:00:00,0.216,0.000,0.800,0.000,0.000,0.0
2006-12-19 16:00:00,1.404,0.120,5.600,0.000,0.000,18.0
2006-12-19 17:00:00,1.268,0.000,5.200,0.000,0.000,18.0
2006-12-19 18:00:00,2.360,0.000,9.800,0.000,0.000,17.0
2006-12-19 19:00:00,1.970,0.092,8.200,0.000,0.000,17.0
2006-12-19 20:00:00,1.904,0.120,8.000,0.000,0.000,0.0
2006-12-19 21:00:00,2.844,0.202,11.800,0.000,36.000,0.0
2006-12-19 22:00:00,1.346,0.088,5.800,0.000,1.000,0.0
2006-12-19 23:00:00,0.468,0.138,2.000,0.000,1.000,0.0
2006-12-20 00:00:00,0.824,0.058,3.400,0.000,0.000,0.0
2006-12-20 01:00:00,0.224,0.000,1.000,0.000,0.000,0.0
2006-12-20 02:00:00,0.286,0.054,1.400,0.000,0.000,0.0
2006-12-20 03:00:00,1.326,0.000,5.400,0.000,0.000,18.0
2006-12-20 04:00:00,0.332,0.146,1.400,0.000,0.000,0.0
2006-12-20 05:00:00,0.286,0.122,1.200,0.000,1.000,0.0
2006-12-20 06:00:00,0.342,0.148,1.600,0.000,0.000,0.0
2006-12-20 07:00:00,0.212,0.000,0.800,0.000,0.000,0.0
2006-12-20 08:00:00,3.542,0.198,14.800,0.000,1.000,18.0
2006-12-20 09:00:00,1.286,0.000,5.200,0.000,0.000,18.0
2006-12-20 10:00:00,1.294,0.000,5.200,0.000,0.000,18.0
2006-12-20 11:00:00,3.624,0.226,15.200,0.000,35.000,17.0
2006-12-20 12:00:00,1.426,0.000,5.800,0.000,0.000,18.0
2006-12-20 13:00:00,1.462,0.198,6.000,0.000,0.000,18.0
2006-12-20 14:00:00,1.374,0.096,5.600,0.000,1.000,18.0
2006-12-20 15:00:00,0.370,0.210,1.800,0.000,0.000,0.0
2006-12-20 16:00:00,0.416,0.254,2.000,0.000,1.000,0.0
2006-12-20 17:00:00,0.402,0.084,1.600,0.000,0.000,0.0
2006-12-20 18:00:00,1.064,0.172,4.400,0.000,0.000,0.0
2006-12-20 19:00:00,3.174,0.116,13.400,0.000,0.000,17.0
2006-12-20 20:00:00,3.362,0.292,14.200,0.000,0.000,17.0
2006-12-20 21:00:00,3.614,0.078,15.200,0.000,0.000,17.0
2006-12-20 22:00:00,3.700,0.300,15.600,0.000,0.000,17.0
2006-12-20 23:00:00,2.488,0.046,10.200,0.000,2.000,18.0
2006-12-21 00:00:00,1.814,0.148,7.600,0.000,0.000,18.0
2006-12-21 01:00:00,1.304,0.000,5.200,0.000,0.000,19.0
2006-12-21 02:00:00,1.276,0.000,5.200,0.000,0.000,17.0
2006-12-21 03:00:00,0.316,0.116,1.400,0.000,0.000,0.0
2006-12-21 04:00:00,0.208,0.000,0.800,0.000,0.000,0.0
2006-12-21 05:00:00,0.314,0.110,1.400,0.000,0.000,0.0
2006-12-21 06:00:00,0.286,0.096,1.200,0.000,2.000,0.0
2006-12-21 07:00:00,1.424,0.110,5.800,0.000,0.000,0.0
2006-12-21 08:00:00,1.274,0.182,5.400,0.000,0.000,0.0
2006-12-21 09:00:00,1.400,0.068,5.800,0.000,1.000,18.0
2006-12-21 10:00:00,1.360,0.048,5.600,1.000,0.000,17.0
2006-12-21 11:00:00,0.310,0.000,1.400,0.000,0.000,0.0
2006-12-21 12:00:00,0.222,0.000,1.000,0.000,0.000,0.0
2006-12-21 13:00:00,2.540,0.154,10.400,0.000,37.000,0.0
2006-12-21 14:00:00,1.330,0.000,5.400,0.000,1.000,18.0
2006-12-21 15:00:00,0.400,0.134,1.800,0.000,0.000,0.0
2006-12-21 16:00:00,0.238,0.000,1.000,0.000,0.000,0.0
2006-12-21 17:00:00,1.530,0.092,6.400,0.000,0.000,17.0
2006-12-21 18:00:00,2.864,0.134,12.200,0.000,0.000,17.0
2006-12-21 19:00:00,1.818,0.132,7.800,0.000,0.000,17.0
2006-12-21 20:00:00,5.406,0.512,23.400,37.000,0.000,0.0
2006-12-21 21:00:00,2.314,0.140,9.800,0.000,2.000,17.0
2006-12-21 22:00:00,0.294,0.070,1.400,0.000,0.000,0.0
2006-12-21 23:00:00,0.286,0.114,1.200,0.000,2.000,0.0
2006-12-22 00:00:00,0.206,0.000,0.800,0.000,0.000,0.0
2006-12-22 01:00:00,0.202,0.000,0.800,0.000,0.000,0.0
2006-12-22 02:00:00,0.202,0.000,0.800,0.000,0.000,0.0
2006-12-22 03:00:00,0.210,0.000,0.800,0.000,0.000,0.0
2006-12-22 04:00:00,0.206,0.000,0.800,0.000,0.000,0.0
2006-12-22 05:00:00,0.262,0.000,1.200,0.000,0.000,0.0
2006-12-22 06:00:00,0.372,0.240,1.800,0.000,2.000,0.0
2006-12-22 07:00:00,4.466,0.080,18.600,0.000,0.000,0.0
2006-12-22 08:00:00,3.004,0.000,12.400,0.000,0.000,18.0
2006-12-22 09:00:00,1.440,0.116,5.800,2.000,0.000,18.0
2006-12-22 10:00:00,1.256,0.000,5.200,0.000,0.000,17.0
2006-12-22 11:00:00,1.330,0.090,5.600,0.000,0.000,18.0
2006-12-22 12:00:00,2.610,0.188,10.800,38.000,0.000,0.0
2006-12-22 13:00:00,0.586,0.268,2.600,0.000,0.000,0.0
2006-12-22 14:00:00,0.690,0.354,3.200,0.000,0.000,0.0
2006-12-22 15:00:00,1.458,0.116,6.000,0.000,0.000,18.0
2006-12-22 16:00:00,1.432,0.094,5.800,0.000,0.000,18.0
2006-12-22 17:00:00,1.666,0.074,6.800,0.000,0.000,18.0
2006-12-22 18:00:00,1.090,0.082,4.600,0.000,0.000,0.0
2006-12-22 19:00:00,4.356,0.274,18.400,0.000,0.000,17.0
2006-12-22 20:00:00,2.872,0.212,12.200,0.000,0.000,17.0
2006-12-22 21:00:00,3.628,0.176,15.400,2.000,0.000,17.0
2006-12-22 22:00:00,3.272,0.066,14.400,0.000,0.000,0.0
2006-12-22 23:00:00,3.238,0.186,13.600,0.000,1.000,0.0
2006-12-23 00:00:00,2.328,0.000,9.600,0.000,0.000,0.0
2006-12-23 01:00:00,0.466,0.340,2.400,0.000,1.000,0.0
2006-12-23 02:00:00,2.280,0.056,9.400,0.000,0.000,0.0
2006-12-23 03:00:00,2.428,0.086,9.800,0.000,0.000,0.0
2006-12-23 04:00:00,2.158,0.084,9.200,0.000,0.000,0.0
2006-12-23 05:00:00,3.362,0.062,13.800,0.000,0.000,17.0
2006-12-23 06:00:00,2.388,0.070,9.800,0.000,1.000,0.0
2006-12-23 07:00:00,0.374,0.204,1.800,0.000,0.000,0.0
2006-12-23 08:00:00,4.698,0.080,19.600,0.000,0.000,17.0
2006-12-23 09:00:00,3.366,0.058,13.800,0.000,0.000,18.0
2006-12-23 10:00:00,3.766,0.000,15.600,0.000,0.000,17.0
2006-12-23 11:00:00,3.562,0.082,15.000,0.000,0.000,17.0
2006-12-23 12:00:00,2.718,0.000,11.400,0.000,0.000,0.0
2006-12-23 13:00:00,4.128,0.218,17.400,0.000,2.000,17.0
2006-12-23 14:00:00,1.986,0.000,8.600,0.000,0.000,18.0
2006-12-23 15:00:00,4.242,0.088,17.600,0.000,0.000,18.0
2006-12-23 16:00:00,4.954,0.666,20.600,0.000,0.000,18.0
2006-12-23 17:00:00,6.958,0.058,29.400,37.000,0.000,17.0
2006-12-23 18:00:00,4.770,0.052,20.200,0.000,0.000,17.0
2006-12-23 19:00:00,5.314,0.376,22.400,0.000,1.000,17.0
2006-12-23 20:00:00,3.880,0.074,16.800,0.000,0.000,17.0
2006-12-23 21:00:00,4.326,0.066,18.200,0.000,2.000,17.0
2006-12-23 22:00:00,3.878,0.328,16.400,0.000,0.000,0.0
2006-12-23 23:00:00,3.392,0.418,14.600,0.000,2.000,0.0
2006-12-24 00:00:00,5.376,0.046,22.600,0.000,0.000,18.0
2006-12-24 01:00:00,4.130,0.184,17.800,0.000,2.000,17.0
2006-12-24 02:00:00,4.638,0.054,20.200,37.000,0.000,17.0
2006-12-24 03:00:00,0.290,0.132,1.200,0.000,1.000,0.0
2006-12-24 04:00:00,0.750,0.128,4.600,0.000,0.000,0.0
2006-12-24 05:00:00,2.228,0.100,9.400,0.000,1.000,0.0
2006-12-24 06:00:00,2.520,0.214,10.200,0.000,0.000,0.0
2006-12-24 07:00:00,0.884,0.000,5.400,0.000,0.000,0.0
2006-12-24 08:00:00,2.288,0.000,9.400,0.000,0.000,0.0
2006-12-24 09:00:00,2.426,0.102,9.800,0.000,0.000,0.0
2006-12-24 10:00:00,2.388,0.104,10.800,0.000,2.000,17.0
2006-12-24 11:00:00,2.404,0.062,10.000,0.000,1.000,17.0
2006-12-24 12:00:00,2.138,0.256,9.000,0.000,1.000,18.0
2006-12-24 13:00:00,5.368,0.150,23.000,0.000,71.000,0.0
2006-12-24 14:00:00,2.004,0.272,8.400,0.000,5.000,18.0
2006-12-24 15:00:00,3.156,0.180,13.000,0.000,38.000,0.0
2006-12-24 16:00:00,1.078,0.368,4.600,1.000,5.000,0.0
2006-12-24 17:00:00,0.956,0.134,4.000,0.000,0.000,0.0
2006-12-24 18:00:00,0.640,0.082,2.600,0.000,0.000,0.0
2006-12-24 19:00:00,0.504,0.120,2.200,0.000,0.000,0.0
2006-12-24 20:00:00,0.478,0.088,2.000,0.000,0.000,0.0
2006-12-24 21:00:00,0.406,0.000,1.600,0.000,0.000,0.0
2006-12-24 22:00:00,0.596,0.234,2.600,0.000,0.000,0.0
2006-12-24 23:00:00,0.414,0.000,1.600,0.000,0.000,0.0
2006-12-25 00:00:00,0.586,0.260,2.600,0.000,1.000,0.0
2006-12-25 01:00:00,1.796,0.050,7.200,0.000,0.000,19.0
2006-12-25 02:00:00,0.274,0.080,1.200,0.000,0.000,0.0
2006-12-25 03:00:00,0.546,0.000,2.200,0.000,0.000,0.0
2006-12-25 04:00:00,0.540,0.000,2.200,0.000,0.000,0.0
2006-12-25 05:00:00,0.646,0.148,2.600,0.000,0.000,0.0
2006-12-25 06:00:00,0.216,0.000,0.800,0.000,0.000,0.0
2006-12-25 07:00:00,0.304,0.136,1.400,0.000,0.000,0.0
2006-12-25 08:00:00,2.858,0.084,11.800,0.000,1.000,18.0
2006-12-25 09:00:00,1.816,0.090,7.400,0.000,0.000,0.0
2006-12-25 10:00:00,1.622,0.258,6.600,0.000,0.000,0.0
2006-12-25 11:00:00,1.864,0.172,7.600,0.000,0.000,0.0
2006-12-25 12:00:00,4.984,0.202,21.000,38.000,0.000,17.0
2006-12-25 13:00:00,1.064,0.182,4.400,0.000,0.000,0.0
2006-12-25 14:00:00,2.944,0.104,12.600,37.000,0.000,0.0
2006-12-25 15:00:00,2.364,0.000,10.400,9.000,0.000,19.0
2006-12-25 16:00:00,1.656,0.496,7.000,0.000,1.000,0.0
2006-12-25 17:00:00,5.790,0.366,24.200,76.000,0.000,0.0
2006-12-25 18:00:00,3.046,0.088,12.600,0.000,0.000,18.0
2006-12-25 19:00:00,3.926,0.078,16.400,0.000,39.000,0.0
2006-12-25 20:00:00,1.356,0.160,5.600,0.000,0.000,0.0
2006-12-25 21:00:00,2.458,0.150,10.000,0.000,2.000,18.0
2006-12-25 22:00:00,3.600,0.196,15.600,2.000,17.000,17.0
2006-12-25 23:00:00,3.076,0.152,12.800,0.000,0.000,0.0
2006-12-26 00:00:00,2.490,0.102,10.000,0.000,1.000,0.0
2006-12-26 01:00:00,2.328,0.000,9.600,0.000,0.000,0.0
2006-12-26 02:00:00,2.426,0.150,10.000,0.000,1.000,0.0
2006-12-26 03:00:00,2.492,0.144,10.200,0.000,0.000,0.0
2006-12-26 04:00:00,2.404,0.000,9.600,0.000,0.000,0.0
2006-12-26 05:00:00,2.360,0.000,9.600,0.000,0.000,0.0
2006-12-26 06:00:00,2.468,0.140,10.000,0.000,0.000,0.0
2006-12-26 07:00:00,2.398,0.110,9.800,0.000,2.000,0.0
2006-12-26 08:00:00,4.050,0.000,17.200,0.000,0.000,17.0
2006-12-26 09:00:00,2.970,0.186,12.400,0.000,0.000,17.0
2006-12-26 10:00:00,4.502,0.058,19.200,0.000,0.000,17.0
2006-12-26 11:00:00,2.228,0.000,9.400,0.000,0.000,18.0
2006-12-26 12:00:00,2.334,0.068,9.800,0.000,0.000,17.0
2006-12-26 13:00:00,3.982,0.294,17.000,0.000,0.000,17.0
2006-12-26 14:00:00,2.576,0.128,10.800,0.000,0.000,18.0
2006-12-26 15:00:00,2.474,0.230,10.000,0.000,2.000,18.0
2006-12-26 16:00:00,2.980,0.076,12.000,0.000,4.000,19.0
2006-12-26 17:00:00,2.632,0.000,11.000,0.000,0.000,18.0
2006-12-26 18:00:00,3.490,0.120,14.600,0.000,0.000,17.0
2006-12-26 19:00:00,2.982,0.270,12.600,0.000,0.000,18.0
2006-12-26 20:00:00,4.744,0.624,20.200,0.000,2.000,17.0
2006-12-26 21:00:00,2.610,0.000,10.800,2.000,0.000,19.0
2006-12-26 22:00:00,0.748,0.000,3.200,0.000,1.000,0.0
2006-12-26 23:00:00,0.824,0.108,3.600,0.000,0.000,0.0
2006-12-27 00:00:00,0.630,0.162,2.800,0.000,0.000,0.0
2006-12-27 01:00:00,0.392,0.000,1.800,0.000,0.000,0.0
2006-12-27 02:00:00,0.396,0.046,1.800,0.000,0.000,0.0
2006-12-27 03:00:00,0.398,0.050,1.800,0.000,0.000,0.0
2006-12-27 04:00:00,0.658,0.434,3.200,0.000,1.000,0.0
2006-12-27 05:00:00,0.392,0.000,1.800,0.000,0.000,0.0
2006-12-27 06:00:00,0.398,0.000,1.800,0.000,0.000,0.0
2006-12-27 07:00:00,0.640,0.432,3.200,0.000,2.000,0.0
2006-12-27 08:00:00,2.526,0.084,10.600,0.000,0.000,18.0
2006-12-27 09:00:00,2.426,0.122,10.000,0.000,0.000,17.0
2006-12-27 10:00:00,2.070,0.000,8.600,0.000,0.000,17.0
2006-12-27 11:00:00,1.390,0.144,5.800,0.000,0.000,18.0
2006-12-27 12:00:00,1.258,0.000,5.200,0.000,0.000,18.0
2006-12-27 13:00:00,0.270,0.116,1.200,0.000,0.000,0.0
2006-12-27 14:00:00,0.306,0.160,1.400,0.000,0.000,0.0
2006-12-27 15:00:00,0.468,0.376,2.400,0.000,1.000,0.0
2006-12-27 16:00:00,0.240,0.060,1.000,0.000,0.000,0.0
2006-12-27 17:00:00,0.312,0.162,1.400,0.000,0.000,0.0
2006-12-27 18:00:00,1.640,0.276,6.800,0.000,2.000,0.0
2006-12-27 19:00:00,1.640,0.246,6.800,0.000,0.000,0.0
2006-12-27 20:00:00,1.294,0.000,5.400,0.000,0.000,0.0
2006-12-27 21:00:00,2.336,0.000,9.600,0.000,0.000,18.0
2006-12-27 22:00:00,1.322,0.166,5.400,0.000,0.000,0.0
2006-12-27 23:00:00,0.340,0.054,1.400,0.000,0.000,0.0
2006-12-28 00:00:00,0.232,0.054,1.000,0.000,0.000,0.0
2006-12-28 01:00:00,0.228,0.000,1.000,0.000,0.000,0.0
2006-12-28 02:00:00,0.416,0.320,2.200,0.000,2.000,0.0
2006-12-28 03:00:00,0.320,0.184,1.400,0.000,0.000,0.0
2006-12-28 04:00:00,0.236,0.064,1.000,0.000,0.000,0.0
2006-12-28 05:00:00,0.414,0.344,2.200,0.000,2.000,0.0
2006-12-28 06:00:00,0.418,0.282,2.000,0.000,0.000,0.0
2006-12-28 07:00:00,0.236,0.064,1.000,0.000,0.000,0.0
2006-12-28 08:00:00,3.272,0.000,13.600,0.000,0.000,18.0
2006-12-28 09:00:00,1.464,0.170,6.000,1.000,0.000,18.0
2006-12-28 10:00:00,0.234,0.054,1.000,0.000,0.000,0.0
2006-12-28 11:00:00,0.230,0.000,1.000,0.000,0.000,0.0
2006-12-28 12:00:00,0.228,0.000,1.000,0.000,0.000,0.0
2006-12-28 13:00:00,0.404,0.288,2.000,0.000,0.000,0.0
2006-12-28 14:00:00,1.454,0.000,6.000,0.000,0.000,19.0
2006-12-28 15:00:00,1.598,0.130,6.600,0.000,0.000,18.0
2006-12-28 16:00:00,1.588,0.278,6.600,0.000,1.000,18.0
2006-12-28 17:00:00,1.972,0.238,8.200,0.000,0.000,18.0
2006-12-28 18:00:00,2.044,0.000,8.600,0.000,0.000,18.0
2006-12-28 19:00:00,5.388,0.176,22.800,0.000,38.000,17.0
2006-12-28 20:00:00,3.166,0.252,13.600,0.000,0.000,0.0
2006-12-28 21:00:00,6.376,0.252,27.400,1.000,53.000,17.0
2006-12-28 22:00:00,3.968,0.000,16.600,38.000,0.000,0.0
2006-12-28 23:00:00,2.044,0.166,8.200,0.000,18.000,0.0
2006-12-29 00:00:00,0.496,0.186,3.000,0.000,0.000,0.0
2006-12-29 01:00:00,2.238,0.000,9.400,0.000,0.000,0.0
2006-12-29 02:00:00,0.348,0.178,1.800,0.000,1.000,0.0
2006-12-29 03:00:00,2.414,0.000,9.800,0.000,1.000,0.0
2006-12-29 04:00:00,2.372,0.000,9.600,0.000,0.000,0.0
2006-12-29 05:00:00,2.472,0.152,10.000,0.000,0.000,0.0
2006-12-29 06:00:00,2.374,0.000,9.600,0.000,0.000,0.0
2006-12-29 07:00:00,2.394,0.066,9.800,0.000,0.000,0.0
2006-12-29 08:00:00,3.930,0.078,16.400,0.000,0.000,18.0
2006-12-29 09:00:00,3.300,0.000,13.800,0.000,0.000,18.0
2006-12-29 10:00:00,3.558,0.340,14.800,0.000,2.000,17.0
2006-12-29 11:00:00,1.618,0.000,6.600,0.000,0.000,17.0
2006-12-29 12:00:00,1.394,0.110,5.800,0.000,0.000,18.0
2006-12-29 13:00:00,1.404,0.000,5.800,0.000,0.000,18.0
2006-12-29 14:00:00,1.424,0.240,6.000,0.000,0.000,18.0
2006-12-29 15:00:00,1.386,0.158,5.600,0.000,0.000,18.0
2006-12-29 16:00:00,0.374,0.268,1.800,0.000,0.000,0.0
2006-12-29 17:00:00,0.298,0.152,1.400,0.000,0.000,0.0
2006-12-29 18:00:00,1.448,0.338,6.200,0.000,1.000,0.0
2006-12-29 19:00:00,1.512,0.000,6.400,0.000,1.000,0.0
2006-12-29 20:00:00,2.828,0.268,12.200,0.000,0.000,17.0
2006-12-29 21:00:00,1.522,0.000,6.400,0.000,0.000,0.0
2006-12-29 22:00:00,2.278,0.086,9.600,0.000,3.000,17.0
2006-12-29 23:00:00,2.954,0.274,12.600,0.000,24.000,18.0
2006-12-30 00:00:00,0.236,0.000,1.000,0.000,1.000,0.0
2006-12-30 01:00:00,0.408,0.266,2.000,0.000,1.000,0.0
2006-12-30 02:00:00,0.230,0.000,1.000,0.000,1.000,0.0
2006-12-30 03:00:00,0.420,0.310,2.000,0.000,1.000,0.0
2006-12-30 04:00:00,0.324,0.186,1.600,0.000,2.000,0.0
2006-12-30 05:00:00,0.338,0.180,1.600,0.000,0.000,0.0
2006-12-30 06:00:00,0.242,0.000,1.000,0.000,0.000,0.0
2006-12-30 07:00:00,0.280,0.130,1.200,0.000,0.000,0.0
2006-12-30 08:00:00,0.386,0.172,1.800,0.000,0.000,0.0
2006-12-30 09:00:00,1.248,0.218,5.200,0.000,1.000,0.0
2006-12-30 10:00:00,7.016,0.302,29.600,0.000,73.000,17.0
2006-12-30 11:00:00,2.590,0.296,11.000,0.000,2.000,17.0
2006-12-30 12:00:00,1.664,0.000,7.000,0.000,0.000,18.0
2006-12-30 13:00:00,4.002,0.504,16.800,0.000,39.000,17.0
2006-12-30 14:00:00,1.292,0.000,5.400,0.000,0.000,18.0
2006-12-30 15:00:00,2.144,0.512,9.200,0.000,0.000,18.0
2006-12-30 16:00:00,2.392,0.382,10.000,0.000,0.000,18.0
2006-12-30 17:00:00,2.784,0.672,11.800,0.000,4.000,18.0
2006-12-30 18:00:00,2.602,0.234,11.200,0.000,0.000,17.0
2006-12-30 19:00:00,5.808,0.460,25.200,36.000,0.000,16.0
2006-12-30 20:00:00,2.182,0.000,9.200,0.000,0.000,17.0
2006-12-30 21:00:00,1.786,0.216,7.600,1.000,0.000,0.0
2006-12-30 22:00:00,0.556,0.124,2.400,0.000,2.000,0.0
2006-12-30 23:00:00,0.372,0.250,1.800,0.000,0.000,0.0
2006-12-31 00:00:00,0.210,0.000,0.800,0.000,0.000,0.0
2006-12-31 01:00:00,0.286,0.122,1.200,0.000,0.000,0.0
2006-12-31 02:00:00,0.306,0.152,1.400,0.000,0.000,0.0
2006-12-31 03:00:00,2.140,0.000,9.000,0.000,0.000,0.0
2006-12-31 04:00:00,0.216,0.000,1.000,0.000,0.000,0.0
2006-12-31 05:00:00,1.482,0.270,6.200,0.000,1.000,18.0
2006-12-31 06:00:00,0.250,0.000,1.000,0.000,0.000,0.0
2006-12-31 07:00:00,6.170,0.082,26.000,0.000,0.000,0.0
2006-12-31 08:00:00,4.972,0.286,20.800,0.000,0.000,17.0
2006-12-31 09:00:00,2.306,0.000,9.400,0.000,0.000,0.0
2006-12-31 10:00:00,2.856,0.130,12.000,0.000,2.000,0.0
2006-12-31 11:00:00,3.250,0.000,13.600,0.000,0.000,17.0
2006-12-31 12:00:00,4.094,0.288,17.200,0.000,0.000,17.0
2006-12-31 13:00:00,3.668,0.000,15.400,0.000,0.000,17.0
2006-12-31 14:00:00,3.496,0.128,14.600,0.000,0.000,17.0
2006-12-31 15:00:00,2.492,0.140,10.400,0.000,1.000,0.0
2006-12-31 16:00:00,2.310,0.000,9.400,0.000,0.000,0.0
2006-12-31 17:00:00,2.702,0.128,11.200,0.000,0.000,0.0
2006-12-31 18:00:00,2.452,0.062,10.400,0.000,0.000,0.0
2006-12-31 19:00:00,2.448,0.100,10.400,0.000,0.000,0.0
2006-12-31 20:00:00,2.432,0.074,10.200,0.000,0.000,0.0
2006-12-31 21:00:00,2.360,0.000,10.000,0.000,0.000,0.0
2006-12-31 22:00:00,2.642,0.328,11.200,0.000,2.000,0.0
2006-12-31 23:00:00,3.464,0.000,14.400,0.000,0.000,18.0
2007-01-01 00:00:00,2.580,0.136,10.600,0.000,0.000,0.0
2007-01-01 01:00:00,2.466,0.000,10.200,0.000,0.000,0.0
2007-01-01 02:00:00,2.504,0.088,10.400,0.000,0.000,0.0
2007-01-01 03:00:00,2.648,0.254,11.000,0.000,2.000,0.0
2007-01-01 04:00:00,2.400,0.000,9.800,0.000,0.000,0.0
2007-01-01 05:00:00,2.436,0.000,10.000,0.000,0.000,0.0
2007-01-01 06:00:00,2.460,0.064,10.200,0.000,0.000,0.0
2007-01-01 07:00:00,2.396,0.000,9.800,0.000,0.000,0.0
2007-01-01 08:00:00,2.532,0.244,10.400,0.000,1.000,0.0
