date,Temperature,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption,conso
2017-01-04 20:00:00,13.8,0.086,0.095,0.082,42197.46835,27118.54103,25497.83133,94813.84071
2017-01-04 21:00:00,12.82,0.086,0.044,0.122,41456.20253,27001.82371,25879.51807,94337.54431
2017-01-04 22:00:00,10.96,0.084,0.077,0.148,38357.46835,24897.26444,24306.50602,87561.23881
2017-01-04 23:00:00,10.4,0.085,0.073,0.13,33302.27848,21895.44073,21386.0241,76583.74331
2017-01-05 00:00:00,9.0,0.085,0.048,0.119,27663.79747,18948.32827,18344.09639,64956.22213
2017-01-05 01:00:00,8.39,0.084,0.091,0.108,24121.51899,16245.59271,16001.92771,56369.03941
2017-01-05 02:00:00,7.78,0.087,0.077,0.111,20937.72152,14286.93009,14712.28916,49936.94077
2017-01-05 03:00:00,7.53,0.084,0.077,0.145,21302.27848,13524.62006,14018.31325,48845.21179
2017-01-05 04:00:00,7.27,0.08,0.066,0.152,20876.96203,13334.95441,13850.60241,48062.51885
2017-01-05 05:00:00,6.998,0.083,0.077,0.148,21144.3038,13776.29179,13966.26506,48886.86065
2017-01-05 06:00:00,6.923,0.087,0.062,0.1,23179.74684,15271.73252,14908.91566,53360.39502
2017-01-05 07:00:00,5.973,0.089,0.066,0.141,24431.39241,15953.79939,14845.3012,55230.493
2017-01-05 08:00:00,5.852,0.086,0.187,0.26,24121.51899,15654.71125,11473.73494,51249.96518
2017-01-05 09:00:00,5.578,0.084,75.1,25.83,27153.41772,18014.58967,12954.21687,58122.22426
2017-01-05 10:00:00,7.12,0.085,227.2,34.92,29589.87342,19747.11246,14556.14458,63893.13046
2017-01-05 11:00:00,9.73,0.086,365.7,44.35,31989.87342,20855.92705,15597.10843,68442.9089
2017-01-05 12:00:00,13.33,0.084,459.9,46.63,32682.53165,21085.71429,16163.85542,69932.10136
2017-01-05 13:00:00,16.26,0.084,494.6,53.51,33514.93671,21724.01216,17002.40964,72241.35851
2017-01-05 14:00:00,17.25,0.081,470.4,62.08,33022.78481,21567.17325,17002.40964,71592.3677
2017-01-05 15:00:00,18.06,0.087,392.7,70.2,32135.6962,21315.50152,16684.33735,70135.53507
2017-01-05 16:00:00,17.96,0.081,212.4,208.6,31661.77215,21093.00912,15822.6506,68577.43187
2017-01-05 17:00:00,16.58,0.076,126.4,150.3,32463.79747,21512.46201,17204.81928,71181.07876
2017-01-05 18:00:00,15.15,0.083,17.81,18.68,43248.60759,27384.80243,25416.86747,96050.27749
2017-01-05 19:00:00,13.19,0.083,0.051,0.126,43704.3038,27133.1307,25804.33735,96641.77185
2017-01-05 20:00:00,11.86,0.076,0.055,0.108,42914.43038,26815.80547,25480.48193,95210.71778
2017-01-05 21:00:00,10.85,0.077,0.055,0.104,41924.05063,26571.42857,25370.60241,93866.08161
2017-01-05 22:00:00,10.58,0.082,0.062,0.089,38321.01266,24977.5076,24532.04819,87830.56845
2017-01-05 23:00:00,10.0,0.085,0.07,0.122,34177.21519,22303.95137,21709.87952,78191.04608
2017-01-06 00:00:00,8.96,0.082,0.07,0.145,28623.79747,19035.86626,18176.38554,65836.04927
2017-01-06 01:00:00,8.7,0.084,0.059,0.13,25045.06329,16314.89362,16082.89157,57442.84848
2017-01-06 02:00:00,8.31,0.085,0.077,0.171,23052.1519,14837.68997,14839.51807,52729.35994
2017-01-06 03:00:00,8.38,0.087,0.059,0.152,21988.86076,13947.72036,14209.15663,50145.73775
2017-01-06 04:00:00,8.1,0.089,0.062,0.215,21727.59494,13947.72036,13948.91566,49624.23096
2017-01-06 05:00:00,7.95,0.08,0.04,0.156,21545.31646,14122.79635,14157.10843,49825.22124
2017-01-06 06:00:00,8.72,0.084,0.07,0.111,23580.75949,15807.90274,15267.46988,54656.13211
2017-01-06 07:00:00,9.21,0.089,0.04,0.152,23848.10127,15953.79939,14342.16867,54144.06933
2017-01-06 08:00:00,9.1,0.085,0.106,0.23,23088.60759,16070.51672,11040.0,50199.12431
2017-01-06 09:00:00,9.78,0.087,78.7,52.65,26995.44304,18127.65957,13029.39759,58152.5002
2017-01-06 10:00:00,10.9,0.082,114.3,110.2,29796.4557,19772.64438,14035.66265,63604.76273
2017-01-06 11:00:00,11.71,0.089,140.9,138.8,32925.56962,21734.95441,15585.54217,70246.0662
2017-01-06 12:00:00,13.69,0.085,210.0,197.0,32943.79747,21990.27356,16476.14458,71410.21561
2017-01-06 13:00:00,15.03,0.086,332.7,284.8,31880.50633,21293.61702,16666.98795,69841.1113
2017-01-06 14:00:00,15.56,0.091,215.8,222.0,32251.13924,21786.01824,16325.78313,70362.94061
2017-01-06 15:00:00,15.62,0.083,181.4,183.2,32056.70886,21497.87234,15949.87952,69504.46072
2017-01-06 16:00:00,15.32,0.083,143.1,142.8,31272.91139,21570.82067,15701.20482,68544.93688
2017-01-06 17:00:00,15.18,0.084,62.09,62.59,32828.35443,21727.65957,17222.16867,71778.18267
2017-01-06 18:00:00,14.51,0.084,13.38,13.36,42610.63291,27129.48328,24427.95181,94168.068
2017-01-06 19:00:00,13.97,0.085,0.084,0.082,42404.05063,26866.8693,25127.71084,94398.63077
2017-01-06 20:00:00,13.41,0.083,0.022,0.111,41516.96203,26527.65957,25451.56627,93496.18787
2017-01-06 21:00:00,12.53,0.085,0.07,0.122,41334.68354,26348.93617,25411.08434,93094.70405
2017-01-06 22:00:00,12.45,0.085,0.055,0.122,38090.12658,24806.07903,23647.22892,86543.43453
2017-01-06 23:00:00,12.28,0.085,0.037,0.167,33551.39241,22154.40729,21495.90361,77201.70331
2017-01-07 00:00:00,12.48,0.083,0.055,0.141,28927.59494,18875.37994,18529.15663,66332.13151
2017-01-07 01:00:00,11.95,0.089,0.059,0.145,24923.5443,16431.61094,16181.20482,57536.36006
2017-01-07 02:00:00,11.32,0.09,0.051,0.13,23027.8481,14753.79939,14856.86747,52638.51496
2017-01-07 03:00:00,10.71,0.088,0.044,0.137,21873.41772,14009.72644,14463.61446,50346.75862
2017-01-07 04:00:00,9.77,0.088,0.073,0.111,21508.86076,13776.29179,14000.96386,49286.11641
2017-01-07 05:00:00,9.4,0.085,0.062,0.159,21703.29114,14013.37386,14561.92771,50278.59271
2017-01-07 06:00:00,9.06,0.09,0.051,0.137,23434.93671,15505.16717,15597.10843,54537.21231
2017-01-07 07:00:00,8.38,0.089,0.048,0.152,23501.77215,14294.22492,14671.80723,52467.8043
2017-01-07 08:00:00,8.36,0.097,0.073,0.223,23021.77215,14064.43769,10959.03614,48045.24598
2017-01-07 09:00:00,8.43,0.085,76.5,51.8,26679.49367,16526.44377,12861.68675,56067.62419
2017-01-07 10:00:00,9.36,0.093,222.1,54.29,32567.08861,17358.05471,14839.51807,64764.66139
2017-01-07 11:00:00,11.88,0.088,341.1,60.48,33417.72152,20735.56231,15938.31325,70091.59708
2017-01-07 12:00:00,14.08,0.088,429.1,81.3,34067.8481,21198.78419,16979.27711,72245.9094
2017-01-07 13:00:00,15.04,0.078,333.3,211.5,33460.25316,21293.61702,17332.04819,72085.91837
2017-01-07 14:00:00,14.74,0.077,182.6,171.7,32761.51899,20622.4924,17314.6988,70698.71019
2017-01-07 15:00:00,14.92,0.075,163.5,133.5,31886.58228,20195.74468,17465.06024,69547.3872
2017-01-07 16:00:00,15.48,0.075,282.8,306.1,30574.17722,19732.5228,17360.96386,67667.66388
2017-01-07 17:00:00,14.92,0.072,87.9,98.9,31746.83544,20710.0304,18477.10843,70933.97427
2017-01-07 18:00:00,14.23,0.077,14.88,15.12,41468.35443,26126.44377,25781.20482,93376.00302
2017-01-07 19:00:00,12.63,0.079,0.059,0.1,41480.50633,25882.06687,25908.43373,93271.00693
2017-01-07 20:00:00,11.64,0.078,0.044,0.119,40951.89873,25455.31915,25503.61446,91910.83234
2017-01-07 21:00:00,12.93,0.076,0.059,0.134,40265.31646,24970.21277,25601.92771,90837.45694
2017-01-07 22:00:00,13.22,0.076,0.048,0.122,37549.36709,23923.40426,24375.90361,85848.67496
2017-01-07 23:00:00,13.08,0.078,0.055,0.13,33812.65823,21125.83587,22074.21687,77012.71097
2017-01-08 00:00:00,14.07,0.081,0.048,0.13,28332.1519,18386.62614,19032.28916,65751.0672
2017-01-08 01:00:00,14.45,0.091,0.044,0.148,24631.89873,16099.69605,16516.62651,57248.22129
2017-01-08 02:00:00,14.12,0.084,0.04,0.141,22183.29114,14684.49848,15400.48193,52268.27155
2017-01-08 03:00:00,14.22,0.083,0.044,0.141,21247.59494,13334.95441,14666.0241,49248.57345
2017-01-08 04:00:00,13.58,0.088,0.062,0.111,20615.6962,13061.39818,14365.3012,48042.39558
2017-01-08 05:00:00,13.38,0.098,0.055,0.141,20773.67089,12868.08511,14307.46988,47949.22588
2017-01-08 06:00:00,12.99,0.094,0.044,0.141,22602.53165,14166.56535,15267.46988,52036.56688
2017-01-08 07:00:00,13.54,0.092,0.088,0.145,20785.82278,12488.7538,13867.95181,47142.52839
2017-01-08 08:00:00,13.3,0.099,0.113,0.178,20117.46835,11704.55927,10560.0,42382.02762
2017-01-08 09:00:00,13.2,0.093,51.31,36.6,22888.10127,13331.30699,12352.77108,48572.17934
2017-01-08 10:00:00,14.19,0.081,104.6,93.5,27973.67089,13619.45289,14498.31325,56091.43703
2017-01-08 11:00:00,15.14,0.079,308.3,168.4,31601.01266,15771.42857,16186.98795,63559.42918
2017-01-08 12:00:00,15.79,0.078,304.2,90.9,32561.01266,17040.72948,17239.51807,66841.26021
2017-01-08 13:00:00,16.18,0.076,230.3,105.1,33484.55696,16584.80243,17453.49398,67522.85337
2017-01-08 14:00:00,15.98,0.079,175.5,104.2,32743.29114,17259.57447,17765.78313,67768.64874
2017-01-08 15:00:00,15.7,0.079,139.7,85.6,31880.50633,16810.94225,17164.33735,65855.78593
2017-01-08 16:00:00,15.78,0.075,191.5,200.8,31181.77215,16355.0152,16869.39759,64406.18494
2017-01-08 17:00:00,15.84,0.076,196.8,227.2,30732.1519,18113.06991,18112.77108,66957.99289
2017-01-08 18:00:00,15.4,0.068,26.82,28.13,40313.92405,24149.54407,25341.68675,89805.15487
2017-01-08 19:00:00,15.19,0.07,0.048,0.085,41194.93671,24496.04863,25486.26506,91177.2504
2017-01-08 20:00:00,15.18,0.072,0.066,0.111,41419.74684,24558.05471,25503.61446,91481.41601
2017-01-08 21:00:00,15.27,0.074,0.084,0.119,40830.37975,24554.40729,25191.3253,90576.11234
2017-01-08 22:00:00,15.18,0.076,0.051,0.104,37361.01266,23204.86322,23520.0,84085.87588
2017-01-08 23:00:00,15.27,0.077,0.073,0.126,32664.3038,20556.83891,21091.08434,74312.22705
2017-01-09 00:00:00,15.11,0.076,0.033,0.156,27268.86076,17387.23404,17898.79518,62554.88998
2017-01-09 01:00:00,15.09,0.072,0.066,0.137,23763.03797,14735.56231,15811.08434,54309.68462
2017-01-09 02:00:00,14.97,0.072,0.055,0.145,22086.07595,13404.25532,14880.0,50370.33127
2017-01-09 03:00:00,15.02,0.075,0.062,0.145,21095.6962,12711.2462,13983.61446,47790.55686
2017-01-09 04:00:00,14.88,0.075,0.066,0.134,20615.6962,12612.76596,13792.77108,47021.23324
2017-01-09 05:00:00,14.98,0.075,0.059,0.145,19594.93671,12827.96353,13856.38554,46279.28578
2017-01-09 06:00:00,14.93,0.074,0.055,0.152,22359.49367,14637.08207,15279.03614,52275.61188
2017-01-09 07:00:00,14.9,0.076,0.084,0.115,23003.5443,15063.82979,14544.57831,52611.9524
2017-01-09 08:00:00,14.91,0.07,0.088,0.134,23289.11392,14586.01824,11537.3494,49412.48156
2017-01-09 09:00:00,15.07,0.075,47.19,42.81,26794.93671,16675.98784,12809.63855,56280.5631
2017-01-09 10:00:00,15.74,0.077,236.9,112.3,29401.51899,18944.68085,14070.36145,62416.56129
2017-01-09 11:00:00,16.31,0.074,417.0,142.9,32755.44304,19878.41945,15221.20482,67855.06731
2017-01-09 12:00:00,16.61,0.078,226.8,185.5,33770.12658,20305.16717,15805.3012,69880.59495
2017-01-09 13:00:00,16.76,0.074,504.7,170.5,34371.64557,21034.65046,16713.25301,72119.54904
2017-01-09 14:00:00,16.99,0.078,498.4,91.9,33259.74684,20702.73556,16331.56627,70294.04867
2017-01-09 15:00:00,16.27,0.074,223.9,157.2,32317.97468,21034.65046,16533.9759,69886.60104
2017-01-09 16:00:00,16.3,0.073,183.7,188.0,31522.02532,20203.03951,16256.38554,67981.45037
2017-01-09 17:00:00,15.87,0.073,161.9,175.5,32038.48101,20680.85106,17181.68675,69901.01882
2017-01-09 18:00:00,15.46,0.069,6.705,7.08,43254.68354,26793.92097,25069.87952,95118.48403
2017-01-09 19:00:00,15.32,0.074,0.051,0.108,43108.86076,26465.6535,25573.01205,95147.52631
2017-01-09 20:00:00,15.36,0.069,0.037,0.145,42124.55696,25933.1307,25243.37349,93301.06115
2017-01-09 21:00:00,15.12,0.076,0.066,0.137,41796.4557,25809.11854,25231.80723,92837.38147
2017-01-09 22:00:00,15.1,0.074,0.062,0.122,38521.51899,23854.10334,23230.84337,85606.4657
2017-01-09 23:00:00,14.91,0.071,0.051,0.141,33539.24051,20990.88146,20663.13253,75193.2545
2017-01-10 00:00:00,14.61,0.076,0.066,0.104,28386.83544,17697.26444,17551.80723,63635.90711
2017-01-10 01:00:00,14.42,0.077,0.062,0.122,25051.13924,15308.20669,15649.15663,56008.50256
2017-01-10 02:00:00,14.59,0.08,0.048,0.152,22906.32911,13790.88146,14174.45783,50871.6684
2017-01-10 03:00:00,14.62,0.076,0.04,0.152,22383.79747,13116.10942,13781.20482,49281.11171
2017-01-10 04:00:00,14.4,0.08,0.048,0.156,21843.03797,13137.99392,13590.36145,48571.39334
2017-01-10 05:00:00,14.31,0.075,0.048,0.208,21891.64557,13407.90274,13573.01205,48872.56036
2017-01-10 06:00:00,14.33,0.081,0.04,0.115,24212.65823,14943.46505,14723.85542,53879.9787
2017-01-10 07:00:00,14.46,0.079,0.055,0.204,25124.05063,15432.21884,14301.68675,54857.95622
2017-01-10 08:00:00,12.93,0.08,0.124,0.185,24947.8481,14972.64438,11248.19277,51168.68525
2017-01-10 09:00:00,11.54,0.074,25.28,24.26,27997.97468,17095.44073,12670.84337,57764.25878
2017-01-10 10:00:00,14.45,0.077,233.0,69.06,31169.62025,19097.87234,14457.83133,64725.32392
2017-01-10 11:00:00,15.43,0.077,356.5,73.3,33569.62025,20192.09726,16042.40964,69804.12715
2017-01-10 12:00:00,15.73,0.073,420.7,114.5,34292.65823,20866.8693,16036.62651,71196.15404
2017-01-10 13:00:00,16.09,0.074,475.0,138.3,35355.94937,21195.13678,16360.48193,72911.56808
2017-01-10 14:00:00,16.28,0.076,461.8,78.6,34979.24051,21107.59878,16643.85542,72730.69471
2017-01-10 15:00:00,16.05,0.075,160.1,132.6,34237.97468,21162.31003,16701.68675,72101.97146
2017-01-10 16:00:00,16.03,0.077,332.3,365.6,33472.40506,20432.82675,16053.9759,69959.20771
2017-01-10 17:00:00,15.69,0.078,167.2,195.1,34007.08861,20804.86322,17314.6988,72126.65063
2017-01-10 18:00:00,15.06,0.079,16.86,17.78,44263.29114,26640.72948,25573.01205,96477.03267
2017-01-10 19:00:00,12.89,0.08,0.077,0.104,44014.17722,26717.32523,25920.0,96651.50245
2017-01-10 20:00:00,11.83,0.073,0.051,0.096,42908.35443,25958.66261,25110.36145,93977.37849
2017-01-10 21:00:00,11.31,0.083,0.062,0.108,41960.50633,25874.77204,25168.19277,93003.47114
2017-01-10 22:00:00,11.35,0.081,0.04,0.152,38995.44304,24200.6079,23294.45783,86490.50877
2017-01-10 23:00:00,10.41,0.086,0.077,0.126,34699.74684,21056.53495,20986.98795,76743.26974
2017-01-11 00:00:00,10.25,0.086,0.073,0.122,29115.94937,18087.53799,18234.21687,65437.70423
2017-01-11 01:00:00,9.84,0.085,0.07,0.085,25689.11392,15589.05775,15938.31325,57216.48492
2017-01-11 02:00:00,9.63,0.082,0.088,0.13,23617.21519,14035.25836,14457.83133,52110.30488
2017-01-11 03:00:00,9.79,0.084,0.04,0.096,22693.67089,13269.30091,13943.13253,49906.10433
2017-01-11 04:00:00,9.23,0.087,0.055,0.126,22055.6962,13013.98176,13625.06024,48694.7382
2017-01-11 05:00:00,9.59,0.085,0.088,0.1,22310.88608,13090.57751,13706.0241,49107.48769
2017-01-11 06:00:00,8.91,0.085,0.07,0.119,24273.41772,14403.64742,14683.37349,53360.43863
2017-01-11 07:00:00,9.21,0.083,0.062,0.141,22474.93671,13130.69909,13150.84337,48756.47917
2017-01-11 08:00:00,10.17,0.085,0.135,0.134,21843.03797,12919.14894,10265.06024,45027.24715
2017-01-11 09:00:00,9.57,0.085,67.35,60.83,25403.5443,15012.76596,11624.09639,52040.40665
2017-01-11 10:00:00,10.42,0.085,218.6,56.99,29176.70886,17766.56535,14186.0241,61129.29831
2017-01-11 11:00:00,12.76,0.081,297.2,81.6,32621.77215,19896.65653,16065.54217,68583.97085
2017-01-11 12:00:00,15.99,0.081,438.8,73.3,33861.26582,20793.92097,16794.21687,71449.40366
2017-01-11 13:00:00,18.24,0.083,456.5,135.4,33691.13924,20239.51368,16886.74699,70817.39991
2017-01-11 14:00:00,18.7,0.089,312.4,238.3,33563.5443,20166.56535,16794.21687,70524.32652
2017-01-11 15:00:00,19.02,0.087,391.9,332.0,32816.20253,20170.21277,16522.40964,69508.82494
2017-01-11 16:00:00,19.48,0.089,269.0,292.6,31910.88608,19634.04255,16077.10843,67622.03706
2017-01-11 17:00:00,18.67,0.086,103.6,105.5,32354.43038,19531.91489,16614.93976,68501.28503
2017-01-11 18:00:00,17.7,0.086,19.01,19.7,42896.20253,25604.86322,24682.40964,93183.47539
2017-01-11 19:00:00,16.33,0.084,0.04,0.104,43327.59494,25520.97264,25295.42169,94143.98927
2017-01-11 20:00:00,15.84,0.083,0.062,0.134,42902.27848,25510.0304,25306.98795,93719.29683
